Ew Nt
4.4492780E-1 3.1970078E+14
4.4222074E-1 2.8136412E+14
4.3951365E-1 2.5965273E+14
4.3680657E-1 2.5068313E+14
4.3409949E-1 2.4953337E+14
4.3139242E-1 2.5320828E+14
4.2868534E-1 2.5930142E+14
4.2597827E-1 2.6376746E+14
4.2327118E-1 2.6151650E+14
4.2056411E-1 2.4949083E+14
4.1785703E-1 2.2876519E+14
4.1514995E-1 2.0361614E+14
4.1244288E-1 1.7883822E+14
4.0973580E-1 1.5764638E+14
4.0702873E-1 1.4107559E+14
4.0432165E-1 1.2852931E+14
4.0161458E-1 1.1883008E+14
3.9890750E-1 1.1113116E+14
3.9620042E-1 1.0523848E+14
3.9349334E-1 1.0135290E+14
3.9078627E-1 9.9560903E+13
3.8807919E-1 9.9382864E+13
3.8537211E-1 9.9672904E+13
3.8266504E-1 9.9103318E+13
3.7995796E-1 9.7028842E+13
3.7725088E-1 9.4047638E+13
3.7454381E-1 9.1785196E+13
3.7183673E-1 9.2165160E+13
3.6912965E-1 9.6775732E+13
3.6642258E-1 1.0657286E+14
3.6371550E-1 1.2174427E+14
3.6100842E-1 1.4164548E+14
3.5830135E-1 1.6503672E+14
3.5559427E-1 1.9079184E+14
3.5288719E-1 2.1874921E+14
3.5018012E-1 2.5004028E+14
3.4747304E-1 2.8658372E+14
3.4476596E-1 3.3018993E+14
3.4205889E-1 3.8207212E+14
3.3935181E-1 4.4311582E+14
3.3664473E-1 5.1451105E+14
3.3393766E-1 5.9807086E+14
3.3123058E-1 6.9591225E+14
3.2852351E-1 8.0970201E+14
3.2581643E-1 9.3995101E+14
3.2310935E-1 1.0857620E+15
3.2040227E-1 1.2451178E+15
3.1769520E-1 1.4153803E+15
3.1498812E-1 1.5935443E+15
3.1228104E-1 1.7760842E+15
3.0957397E-1 1.9586579E+15
3.0686689E-1 2.1360627E+15
3.0415982E-1 2.3025132E+15
3.0145274E-1 2.4520252E+15
2.9874566E-1 2.5786936E+15
2.9603858E-1 2.6768498E+15
2.9333151E-1 2.7409921E+15
2.9062443E-1 2.7648870E+15
2.8791736E-1 2.7390065E+15
2.8521028E-1 2.6464572E+15
2.8250320E-1 2.4600492E+15
2.7979612E-1 2.1455434E+15
2.7708905E-1 1.6749691E+15
2.7438197E-1 1.0470209E+15
2.7167489E-1 6.8774621E+14
