N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 2.194500000E-05 1.800600000E-05 1.224700000E-05 1.389000000E-06 -1.927300000E-05 2.015200000E-05 2.253100000E-05 2.922200000E-05 4.318500000E-05 6.933500000E-05 1.159130000E-04
1.600000000E+01 3.547090000E-04 3.107920000E-04 2.757540000E-04 2.510010000E-04 2.368550000E-04 2.328540000E-04 2.368430000E-04 2.462320000E-04 2.544080000E-04 2.504240000E-04 2.158350000E-04
1.700000000E+01 5.634028000E-03 5.180656000E-03 4.712752000E-03 4.227559000E-03 3.794575000E-03 3.424926000E-03 3.140272000E-03 2.958882000E-03 2.889762000E-03 2.940736000E-03 3.111003000E-03
1.549996187E+01 8.965300000E-05 7.945600000E-05 7.245700000E-05 6.788800000E-05 6.416300000E-05 5.818100000E-05 4.383400000E-05 1.133000000E-05 -4.963500000E-05 3.925100000E-05 4.237400000E-05
1.649996187E+01 1.438785000E-03 1.279289000E-03 1.132426000E-03 1.006085000E-03 9.075490000E-04 8.411990000E-04 8.096900000E-04 8.131500000E-04 8.503440000E-04 9.172150000E-04 1.005805000E-03
1.674996808E+01 2.882163000E-03 2.602875000E-03 2.326355000E-03 2.070130000E-03 1.852529000E-03 1.686282000E-03 1.576702000E-03 1.529333000E-03 1.545797000E-03 1.625659000E-03 1.766685000E-03
1.624993176E+01 7.135910000E-04 6.276680000E-04 5.536260000E-04 4.956430000E-04 4.553610000E-04 4.344890000E-04 4.319980000E-04 4.466060000E-04 4.753520000E-04 5.113060000E-04 5.430000000E-04
1.574996808E+01 1.776160000E-04 1.561170000E-04 1.403300000E-04 1.305810000E-04 1.258470000E-04 1.249610000E-04 1.244010000E-04 1.181540000E-04 9.556400000E-05 3.918500000E-05 -6.506800000E-05
1.524993176E+01 4.525100000E-05 4.011600000E-05 3.587800000E-05 3.087100000E-05 2.182300000E-05 2.936000000E-06 -3.277000000E-05 2.804800000E-05 3.091500000E-05 3.880200000E-05 5.455100000E-05
