N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.016932340E+00 1.015072096E+00 1.013701070E+00 1.012613756E+00
1.600000000E+01 1.257196064E+00 1.253766651E+00 1.250665571E+00 1.247840625E+00
1.700000000E+01 1.323147680E+00 1.319696649E+00 1.315637618E+00 1.314111042E+00
1.549996187E+01 1.215014941E+00 1.207966144E+00 1.203261382E+00 1.198255459E+00
1.649996187E+01 1.285693153E+00 1.282940209E+00 1.280543137E+00 1.278506692E+00
1.674996808E+01 1.303758389E+00 1.299147385E+00 1.296911320E+00 1.295212292E+00
1.624993176E+01 1.271229920E+00 1.268132629E+00 1.265816549E+00 1.263620739E+00
1.574996808E+01 1.240813258E+00 1.236404728E+00 1.232781623E+00 1.230168442E+00
1.524993176E+01 1.155010258E+00 1.142031166E+00 1.130530262E+00 1.119850398E+00
