N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.017092646E+00 1.015223518E+00 1.013834819E+00 1.012722576E+00
1.600000000E+01 1.258087754E+00 1.255069731E+00 1.252464712E+00 1.250214258E+00
1.700000000E+01 1.324714933E+00 1.321727917E+00 1.318143511E+00 1.317089218E+00
1.549996187E+01 1.217463578E+00 1.211815945E+00 1.208823152E+00 1.205791356E+00
1.649996187E+01 1.286738731E+00 1.284364552E+00 1.282395057E+00 1.280826799E+00
1.674996808E+01 1.305033670E+00 1.300842373E+00 1.299059573E+00 1.297835239E+00
1.624993176E+01 1.272132461E+00 1.269399700E+00 1.267511451E+00 1.265799706E+00
1.574996808E+01 1.242003873E+00 1.238225022E+00 1.235373332E+00 1.233657320E+00
1.524993176E+01 1.161628694E+00 1.152418487E+00 1.145460310E+00 1.139943811E+00
