cprpf1Mn1.dat - 28.3.2024  :58256000
T=294.81 f=1000000 Vm=0.01 Im=50

cprpf1Mn2.dat - 28.3.2024  :58370000
T=294.82 f=1000000 Vm=0.01 Im=50

cprp100fn1.dat - 28.3.2024  :58484000
T=294.82 f=100000 Vm=0.01 Im=50

cprp100fn2.dat - 28.3.2024  :58600000
T=294.83 f=100000 Vm=0.01 Im=50

cprp10fn1.dat - 28.3.2024  :58716000
T=294.84 f=10000 Vm=0.01 Im=50

cprp10fn2.dat - 28.3.2024  :58832000
T=294.84 f=10000 Vm=0.01 Im=50

cprpf1Mn3.dat - 28.3.2024  :58992000
T=294.85 f=1000000 Vm=0.01 Im=50

cprpf1Mn4.dat - 28.3.2024  :59106000
T=294.86 f=1000000 Vm=0.01 Im=50

cprp100fn3.dat - 28.3.2024  :59222000
T=294.86 f=100000 Vm=0.01 Im=50

cprp100fn4.dat - 28.3.2024  :59338000
T=294.87 f=100000 Vm=0.01 Im=50

cprp10fn3.dat - 28.3.2024  :59454000
T=294.87 f=10000 Vm=0.01 Im=50

cprp10fn4.dat - 28.3.2024  :59570000
T=294.88 f=10000 Vm=0.01 Im=50

rzm1V2n1.dat - 28.3.2024  :59832000
T=294.89 f=1000000 Vb=-1.2 Vm=0.01 Im=50

rzm1V1n1.dat - 28.3.2024  :60008000
T=294.90 f=1000000 Vb=-1.1 Vm=0.01 Im=50

rzm1Vn1.dat - 28.3.2024  :60182000
T=294.91 f=1000000 Vb=-1 Vm=0.01 Im=50

rzm0V9n1.dat - 28.3.2024  :60356000
T=294.92 f=1000000 Vb=-0.9 Vm=0.01 Im=50

rzm0V8n1.dat - 28.3.2024  :60532000
T=294.93 f=1000000 Vb=-0.8 Vm=0.01 Im=50

rzm0V7n1.dat - 28.3.2024  :60706000
T=294.94 f=1000000 Vb=-0.7 Vm=0.01 Im=50

rzm0V6n1.dat - 28.3.2024  :60880000
T=294.94 f=1000000 Vb=-0.6 Vm=0.01 Im=50

rzm0V5n1.dat - 28.3.2024  :61056000
T=294.95 f=1000000 Vb=-0.5 Vm=0.01 Im=50

rzm0V4n1.dat - 28.3.2024  :61230000
T=294.96 f=1000000 Vb=-0.4 Vm=0.01 Im=50

rzm0V3n1.dat - 28.3.2024  :61404000
T=294.97 f=1000000 Vb=-0.3 Vm=0.01 Im=50

rzm0V2n1.dat - 28.3.2024  :61580000
T=294.97 f=1000000 Vb=-0.2 Vm=0.01 Im=50

rzm0V1n1.dat - 28.3.2024  :61754000
T=294.98 f=1000000 Vb=-0.1 Vm=0.01 Im=50

rz0Vn1.dat - 28.3.2024  :61930000
T=294.98 f=1000000 Vm=0.01 Im=50

rz0V1n1.dat - 28.3.2024  :62104000
T=294.99 f=1000000 Vb=0.1 Vm=0.01 Im=50

rz0V2n1.dat - 28.3.2024  :62278000
T=295.00 f=1000000 Vb=0.2 Vm=0.01 Im=50

rz0V3n1.dat - 28.3.2024  :62454000
T=295.00 f=1000000 Vb=0.3 Vm=0.01 Im=50

rzm1V2n2.dat - 28.3.2024  :62678000
T=295.01 f=1000000 Vb=-1.2 Vm=0.01 Im=50

rzm1V1n2.dat - 28.3.2024  :62688000
T=295.01 f=1000000 Vb=-1.1 Vm=0.01 Im=50

rzm0V3n2.dat - 28.3.2024  :62896000
T=295.02 f=1000000 Vb=-0.3 Vm=0.01 Im=50

iv1.dat - 29.3.2024  :35338000
T=297.08

iv2.dat - 29.3.2024  :35362000
T=297.04

iv3.dat - 29.3.2024  :35382000
T=297.04

iv4.dat - 29.3.2024  :35402000
T=296.97

iv5.dat - 29.3.2024  :35422000
T=296.97

