d T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 290 1.294213418E+00 1.238328158E+00 5.588526000E-02 1.293318891E+00 1.238046624E+00 5.527226700E-02 8.945270000E-04 2.815340000E-04
150 295 1.293252186E+00 1.239361978E+00 5.389020800E-02 1.292447931E+00 1.239104085E+00 5.334384600E-02 8.042550000E-04 2.578930000E-04
150 300 1.293392838E+00 1.240923382E+00 5.246945600E-02 1.292676659E+00 1.240691126E+00 5.198553300E-02 7.161790000E-04 2.322560000E-04
150 305 1.294567428E+00 1.243592385E+00 5.097504300E-02 1.293932163E+00 1.243373496E+00 5.055866700E-02 6.352650000E-04 2.188890000E-04
150 310 1.295503679E+00 1.246691908E+00 4.881177100E-02 1.294937859E+00 1.246479930E+00 4.845792900E-02 5.658200000E-04 2.119780000E-04
150 315 1.298036870E+00 1.249628199E+00 4.840867100E-02 1.297526499E+00 1.249419791E+00 4.810670800E-02 5.103710000E-04 2.084080000E-04
150 320 1.301029995E+00 1.252973056E+00 4.805693900E-02 1.300558243E+00 1.252755007E+00 4.780323600E-02 4.717520000E-04 2.180490000E-04
150 325 1.304100325E+00 1.256189381E+00 4.791094400E-02 1.303649910E+00 1.255953009E+00 4.769690100E-02 4.504150000E-04 2.363720000E-04
150 330 1.307092928E+00 1.258707200E+00 4.838572800E-02 1.306646230E+00 1.258446544E+00 4.819968600E-02 4.466980000E-04 2.606560000E-04
150 335 1.309577556E+00 1.261157601E+00 4.841995500E-02 1.309117675E+00 1.260858891E+00 4.825878400E-02 4.598810000E-04 2.987100000E-04
150 340 1.311000566E+00 1.262941263E+00 4.805930300E-02 1.310512930E+00 1.262594075E+00 4.791885500E-02 4.876360000E-04 3.471880000E-04
180 290 1.293069140E+00 1.238447670E+00 5.462147000E-02 1.292227731E+00 1.238170439E+00 5.405729200E-02 8.414090000E-04 2.772310000E-04
180 295 1.292054176E+00 1.239362332E+00 5.269184400E-02 1.291298717E+00 1.239108499E+00 5.219021800E-02 7.554590000E-04 2.538330000E-04
180 300 1.292120917E+00 1.240783989E+00 5.133692800E-02 1.291449230E+00 1.240555530E+00 5.089370000E-02 6.716870000E-04 2.284590000E-04
180 305 1.293131514E+00 1.243180754E+00 4.995076000E-02 1.292536896E+00 1.242966004E+00 4.957089200E-02 5.946180000E-04 2.147500000E-04
180 310 1.295060698E+00 1.246109031E+00 4.895166700E-02 1.294531842E+00 1.245901525E+00 4.863031700E-02 5.288560000E-04 2.075060000E-04
180 315 1.297641181E+00 1.249032899E+00 4.860828200E-02 1.297163650E+00 1.248829208E+00 4.833444200E-02 4.775310000E-04 2.036910000E-04
180 320 1.300944388E+00 1.252616501E+00 4.832788700E-02 1.300501529E+00 1.252403773E+00 4.809775600E-02 4.428590000E-04 2.127280000E-04
180 325 1.304108751E+00 1.255797135E+00 4.831161600E-02 1.303683007E+00 1.255566431E+00 4.811657600E-02 4.257440000E-04 2.307040000E-04
180 330 1.307095565E+00 1.258284746E+00 4.881081900E-02 1.306669503E+00 1.258029808E+00 4.863969500E-02 4.260620000E-04 2.549380000E-04
180 335 1.309546272E+00 1.260649479E+00 4.889679300E-02 1.309103705E+00 1.260357042E+00 4.874666300E-02 4.425670000E-04 2.924370000E-04
180 340 1.310946691E+00 1.262327890E+00 4.861880100E-02 1.310474147E+00 1.261988178E+00 4.848596900E-02 4.725440000E-04 3.397120000E-04
210 290 1.292735256E+00 1.238383429E+00 5.435182700E-02 1.291926195E+00 1.238108300E+00 5.381789500E-02 8.090610000E-04 2.751290000E-04
210 295 1.291825851E+00 1.239434719E+00 5.239113200E-02 1.291100641E+00 1.239182454E+00 5.191818700E-02 7.252100000E-04 2.522650000E-04
210 300 1.291997195E+00 1.240877599E+00 5.111959600E-02 1.291353358E+00 1.240650213E+00 5.070314500E-02 6.438370000E-04 2.273860000E-04
210 305 1.292947847E+00 1.243363271E+00 4.958457600E-02 1.292378186E+00 1.243150804E+00 4.922738200E-02 5.696610000E-04 2.124670000E-04
210 310 1.294813083E+00 1.246231573E+00 4.858151000E-02 1.294305786E+00 1.246026273E+00 4.827951300E-02 5.072970000E-04 2.053000000E-04
210 315 1.297347421E+00 1.249064662E+00 4.828275900E-02 1.296888284E+00 1.248863021E+00 4.802526300E-02 4.591370000E-04 2.016410000E-04
210 320 1.300328022E+00 1.252272624E+00 4.805539800E-02 1.299901428E+00 1.252062367E+00 4.783906100E-02 4.265940000E-04 2.102570000E-04
210 325 1.303453158E+00 1.255363267E+00 4.808989100E-02 1.303041955E+00 1.255135578E+00 4.790637700E-02 4.112030000E-04 2.276890000E-04
210 330 1.306546200E+00 1.257899258E+00 4.864694200E-02 1.306133846E+00 1.257648241E+00 4.848560500E-02 4.123540000E-04 2.510170000E-04
210 335 1.308976958E+00 1.260220480E+00 4.875647800E-02 1.308546830E+00 1.259932735E+00 4.861409500E-02 4.301280000E-04 2.877450000E-04
210 340 1.310353651E+00 1.261824342E+00 4.852930900E-02 1.309891836E+00 1.261489731E+00 4.840210500E-02 4.618150000E-04 3.346110000E-04
240 290 1.292455626E+00 1.238499531E+00 5.395609500E-02 1.291666629E+00 1.238225622E+00 5.344100700E-02 7.889970000E-04 2.739090000E-04
240 295 1.291570323E+00 1.239476587E+00 5.209373600E-02 1.290864322E+00 1.239226353E+00 5.163796900E-02 7.060010000E-04 2.502340000E-04
240 300 1.291736093E+00 1.240905469E+00 5.083062400E-02 1.291109924E+00 1.240680558E+00 5.042936600E-02 6.261690000E-04 2.249110000E-04
240 305 1.292850875E+00 1.243375063E+00 4.947581200E-02 1.292296912E+00 1.243162153E+00 4.913475900E-02 5.539630000E-04 2.129100000E-04
240 310 1.294731481E+00 1.246285616E+00 4.844586500E-02 1.294238023E+00 1.246081726E+00 4.815629700E-02 4.934580000E-04 2.038900000E-04
240 315 1.297328050E+00 1.249163115E+00 4.816493500E-02 1.296881176E+00 1.248962919E+00 4.791825700E-02 4.468740000E-04 2.001960000E-04
240 320 1.300385269E+00 1.252461589E+00 4.792368000E-02 1.299969078E+00 1.252252745E+00 4.771633300E-02 4.161910000E-04 2.088440000E-04
240 325 1.303368595E+00 1.255456051E+00 4.791254400E-02 1.302966287E+00 1.255229827E+00 4.773646000E-02 4.023080000E-04 2.262240000E-04
240 330 1.306256280E+00 1.257823416E+00 4.843286400E-02 1.305851194E+00 1.257573637E+00 4.827755700E-02 4.050860000E-04 2.497790000E-04
240 335 1.308541113E+00 1.260030119E+00 4.851099400E-02 1.308118284E+00 1.259744347E+00 4.837393700E-02 4.228290000E-04 2.857720000E-04
240 340 1.309855192E+00 1.261545661E+00 4.830953100E-02 1.309400129E+00 1.261213465E+00 4.818666400E-02 4.550630000E-04 3.321960000E-04
