Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.016690016E+00 1.110038154E+00 -9.334813800E-02 1.014429706E+00 1.108330954E+00 -9.390124800E-02 2.260310000E-03 1.707200000E-03
1.468000E+10 1.016673084E+00 1.110225469E+00 -9.355238500E-02 1.015059233E+00 1.109089974E+00 -9.403074100E-02 1.613851000E-03 1.135495000E-03
2.154000E+10 1.016648484E+00 1.110499351E+00 -9.385086700E-02 1.015512004E+00 1.109739831E+00 -9.422782700E-02 1.136480000E-03 7.595200000E-04
3.162000E+10 1.016612911E+00 1.110917487E+00 -9.430457600E-02 1.015820700E+00 1.110239555E+00 -9.441885500E-02 7.922110000E-04 6.779320000E-04
4.642000E+10 1.016561837E+00 1.111490201E+00 -9.492836400E-02 1.016013673E+00 1.111050158E+00 -9.503648500E-02 5.481640000E-04 4.400430000E-04
6.813000E+10 1.016489268E+00 1.112321480E+00 -9.583221200E-02 1.016111991E+00 1.112038509E+00 -9.592651800E-02 3.772770000E-04 2.829710000E-04
1.000000E+11 1.016387748E+00 1.113521911E+00 -9.713416300E-02 1.016129080E+00 1.113341551E+00 -9.721247100E-02 2.586680000E-04 1.803600000E-04
1.468000E+11 1.016248990E+00 1.115262813E+00 -9.901382300E-02 1.016072121E+00 1.115137249E+00 -9.906512800E-02 1.768690000E-04 1.255640000E-04
2.154000E+11 1.016065908E+00 1.117702448E+00 -1.016365400E-01 1.015945165E+00 1.117621734E+00 -1.016765690E-01 1.207430000E-04 8.071400000E-05
3.162000E+11 1.015837220E+00 1.121122446E+00 -1.052852260E-01 1.015754807E+00 1.121064148E+00 -1.053093410E-01 8.241300000E-05 5.829800000E-05
4.642000E+11 1.015576022E+00 1.125761576E+00 -1.101855540E-01 1.015519644E+00 1.125718290E+00 -1.101986460E-01 5.637800000E-05 4.328600000E-05
6.813000E+11 1.015322685E+00 1.131843194E+00 -1.165205090E-01 1.015283858E+00 1.131809884E+00 -1.165260260E-01 3.882700000E-05 3.331000000E-05
1.000000E+12 1.015158992E+00 1.139449636E+00 -1.242906440E-01 1.015131866E+00 1.139422872E+00 -1.242910060E-01 2.712600000E-05 2.676400000E-05
1.468000E+12 1.015214310E+00 1.148385453E+00 -1.331711430E-01 1.015194864E+00 1.148362992E+00 -1.331681280E-01 1.944600000E-05 2.246100000E-05
2.154000E+12 1.015651385E+00 1.158081377E+00 -1.424299920E-01 1.015636879E+00 1.158061836E+00 -1.424249570E-01 1.450600000E-05 1.954100000E-05
3.162000E+12 1.016628215E+00 1.167666672E+00 -1.510384570E-01 1.016616827E+00 1.167649323E+00 -1.510324960E-01 1.138800000E-05 1.734900000E-05
4.642000E+12 1.035430875E+00 1.176260137E+00 -1.408292620E-01 1.035438484E+00 1.176244670E+00 -1.408061860E-01 -7.609000000E-06 1.546700000E-05
6.813000E+12 1.064412375E+00 1.183345521E+00 -1.189331460E-01 1.064413260E+00 1.183331860E+00 -1.189186000E-01 -8.850000000E-07 1.366100000E-05
1.000000E+13 1.086296639E+00 1.188914738E+00 -1.026180990E-01 1.086294334E+00 1.188902813E+00 -1.026084790E-01 2.305000000E-06 1.192500000E-05
