N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 5.623E+15 300 3.800E-4 3.808937E+1 1.904390E+1 6.073580E-1 8.232040E+1
1.468000E+10 5.623E+15 300 3.800E-4 3.804874E+1 1.900970E+1 6.072470E-1 8.227510E+1
2.154000E+10 5.623E+15 300 3.800E-4 3.798996E+1 1.896010E+1 6.070840E-1 8.220980E+1
3.162000E+10 5.623E+15 300 3.800E-4 3.790546E+1 1.888900E+1 6.068440E-1 8.211670E+1
4.642000E+10 5.623E+15 300 3.800E-4 3.778516E+1 1.878800E+1 6.064890E-1 8.198550E+1
6.813000E+10 5.623E+15 300 3.800E-4 3.761632E+1 1.864670E+1 6.059660E-1 8.180470E+1
1.000000E+11 5.623E+15 300 3.800E-4 3.738408E+1 1.845330E+1 6.051920E-1 8.156320E+1
1.468000E+11 5.623E+15 300 3.800E-4 3.707369E+1 1.819660E+1 6.040400E-1 8.125640E+1
2.154000E+11 5.623E+15 300 3.800E-4 3.667485E+1 1.786440E+1 6.023200E-1 8.087100E+1
3.162000E+11 5.623E+15 300 3.800E-4 3.618764E+1 1.747640E+1 5.997220E-1 8.052720E+1
4.642000E+11 5.623E+15 300 3.800E-4 3.562642E+1 1.703600E+1 5.957280E-1 8.026890E+1
6.813000E+11 5.623E+15 300 3.800E-4 3.501613E+1 1.657950E+1 5.900950E-1 8.023840E+1
1.000000E+12 5.623E+15 300 3.800E-4 3.438055E+1 1.611150E+1 5.831690E-1 8.035780E+1
1.468000E+12 5.623E+15 300 3.800E-4 3.373150E+1 1.565090E+1 5.766410E-1 8.046360E+1
2.154000E+12 5.623E+15 300 3.800E-4 3.306786E+1 1.518280E+1 5.708860E-1 8.042580E+1
3.162000E+12 5.623E+15 300 3.800E-4 3.238212E+1 1.471340E+1 5.652720E-1 8.038050E+1
4.642000E+12 5.623E+15 300 3.800E-4 3.166689E+1 1.423370E+1 5.595840E-1 8.032410E+1
6.813000E+12 5.623E+15 300 3.800E-4 3.091739E+1 1.373500E+1 5.536930E-1 8.023340E+1
1.000000E+13 5.623E+15 300 3.800E-4 3.013127E+1 1.322410E+1 5.476870E-1 8.013400E+1
1.468000E+13 5.623E+15 300 3.800E-4 2.930779E+1 1.270640E+1 5.415920E-1 8.005100E+1
2.154000E+13 5.623E+15 300 3.800E-4 2.844732E+1 1.217200E+1 5.353950E-1 7.991830E+1
3.162000E+13 5.623E+15 300 3.800E-4 2.755132E+1 1.163350E+1 5.291700E-1 7.979470E+1
4.642000E+13 5.623E+15 300 3.800E-4 2.662230E+1 1.108100E+1 5.228550E-1 7.960750E+1
6.813000E+13 5.623E+15 300 3.800E-4 2.566386E+1 1.052860E+1 5.164640E-1 7.943420E+1
1.000000E+14 5.623E+15 300 3.800E-4 2.468068E+1 9.966200E+0 5.100290E-1 7.917280E+1
