fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc Pm FF Vm Im dev 
00L1 29804 295.1 39.3 2.189176117E-07 4.218958215E+00 1.120515423E+04 6.782322748E-05 3.394173731E+00 2.857786739E+03 0.000000000E+00 2.693251807E-04 4.877227173E-01 2.477022606E-04 4.325467526E-05 3.580388067E-01 2.698974647E-01 1.602633626E-04 2.762969523E-03 
00L2 30616 298 38.9 8.524817975E-07 4.570706363E+00 1.439499899E+04 7.715950525E-05 3.175817189E+00 2.377505048E+03 0.000000000E+00 2.663622610E-04 4.831867589E-01 2.476350617E-04 4.369241979E-05 3.651564181E-01 2.722820157E-01 1.604675200E-04 2.094843009E-03 
00L3 31408 301 38.52 4.149295359E-08 3.596039902E+00 8.704461432E+03 9.390384160E-05 3.940358755E+00 2.193584364E+03 0.000000000E+00 2.704203596E-04 4.776388549E-01 2.484320197E-04 4.415248654E-05 3.720899569E-01 2.717501849E-01 1.624745409E-04 3.218874559E-03 
00L4 31976 304.1 38.13 1.104372965E-07 3.858975839E+00 8.905275760E+03 1.106320731E-04 3.738869040E+00 1.886475830E+03 0.000000000E+00 2.704500476E-04 4.730200323E-01 2.495043907E-04 4.437488301E-05 3.759927711E-01 2.731983298E-01 1.624273583E-04 4.818007868E-03 
00L5 32756 307 37.76 8.561300589E-08 3.708032676E+00 8.921192233E+03 1.354962930E-04 4.103622503E+00 1.713572804E+03 0.000000000E+00 2.701916333E-04 4.676130637E-01 2.498099415E-04 4.464083552E-05 3.821518455E-01 2.728231989E-01 1.636255117E-04 1.576224077E-03 
00L6 33494 310 37.4 2.472673318E-06 4.623203764E+00 1.839152024E+04 1.556010092E-04 3.383225744E+00 1.456487488E+03 0.000000000E+00 2.641910945E-04 4.627179401E-01 2.495001360E-04 4.461864629E-05 3.864819940E-01 2.721950565E-01 1.639215894E-04 3.567925147E-03 
00L7 34100 313 37.04 2.942581128E-07 3.983563475E+00 1.021487154E+04 1.890370282E-04 3.996199139E+00 1.361640437E+03 0.000000000E+00 2.685946952E-04 4.577133641E-01 2.503565545E-04 4.470817308E-05 3.901524734E-01 2.722225627E-01 1.642338998E-04 6.947209051E-03 
00L8 34810 316 36.69 7.501686752E-07 4.128133318E+00 1.368077435E+04 2.263196892E-04 4.268453355E+00 1.240110072E+03 0.000000000E+00 2.665667227E-04 4.523954928E-01 2.503119071E-04 4.463068353E-05 3.941247967E-01 2.701519418E-01 1.652058587E-04 1.030376241E-03 
00L9 35524 319 36.34 6.466534634E-08 3.476718211E+00 9.248617244E+03 3.091977109E-04 5.996361015E+00 1.269532314E+03 0.000000000E+00 2.715514026E-04 4.464739633E-01 2.511911850E-04 4.460827521E-05 3.977543145E-01 2.682582254E-01 1.662885645E-04 3.642143848E-03 
0L10 36224 322 36 8.763293988E-07 4.058728881E+00 1.415915320E+04 3.131240510E-04 4.856167149E+00 1.039456641E+03 0.000000000E+00 2.666946990E-04 4.422275919E-01 2.507418656E-04 4.424742942E-05 3.990390119E-01 2.665650473E-01 1.659911150E-04 3.374552684E-03 
0L11 37902 325 35.67 2.215598804E-06 4.287547678E+00 1.848586801E+04 3.756524007E-04 4.852905115E+00 9.608849363E+02 0.000000000E+00 2.654652586E-04 4.371476981E-01 2.507637012E-04 4.385576558E-05 4.000680134E-01 2.641824942E-01 1.660055702E-04 3.698701854E-03 
0L12 40238 328 35.34 1.296067104E-06 4.126017155E+00 1.573632515E+04 4.499626328E-04 5.496807042E+00 9.130256389E+02 0.000000000E+00 2.665519534E-04 4.319925724E-01 2.502848198E-04 4.337322170E-05 4.011537835E-01 2.617756116E-01 1.656885507E-04 2.874029467E-03 
0L13 42754 331 35.03 2.378032862E-06 4.263440714E+00 1.883836831E+04 5.223652115E-04 5.629541143E+00 8.519867981E+02 0.000000000E+00 2.652612866E-04 4.269557483E-01 2.497096525E-04 4.274379825E-05 4.009174099E-01 2.589621676E-01 1.650580803E-04 5.373239219E-03 
0L14 43426 334 34.71 1.928548001E-06 4.106933783E+00 1.788488250E+04 5.823614863E-04 5.999345994E+00 7.809568562E+02 0.000000000E+00 2.649644369E-04 4.210250490E-01 2.494041794E-04 4.239462519E-05 4.037375452E-01 2.563855501E-01 1.653549709E-04 5.181364060E-03 
0L15 44118 337 34.41 3.970967834E-06 4.257319705E+00 2.279051946E+04 6.667519633E-04 5.995725306E+00 7.256249208E+02 0.000000000E+00 2.631435423E-04 4.161224666E-01 2.492054740E-04 4.182689436E-05 4.033451857E-01 2.535362441E-01 1.649740238E-04 5.765510790E-03 
0L16 44770 340 34.1 5.482603299E-06 4.300582531E+00 2.405921574E+04 7.343345913E-04 5.997779123E+00 6.631772421E+02 0.000000000E+00 2.618329074E-04 4.107474966E-01 2.488384715E-04 4.114060465E-05 4.025114325E-01 2.505008534E-01 1.642333912E-04 8.871218647E-03 
