T d154 d184 d214 d244
d 150 180 210 240
290 1.206222265E+00 1.203221826E+00 1.200457622E+00 1.198620201E+00
295 1.207476356E+00 1.204700631E+00 1.202185360E+00 1.200485796E+00
300 1.208807193E+00 1.206274404E+00 1.204108931E+00 1.202048135E+00
305 1.210859273E+00 1.208249303E+00 1.206189158E+00 1.204296747E+00
310 1.212898310E+00 1.210173981E+00 1.207996076E+00 1.205874756E+00
315 1.214247480E+00 1.211238121E+00 1.208808558E+00 1.206456832E+00
320 1.214635123E+00 1.211099088E+00 1.208249876E+00 1.205450335E+00
325 1.211971085E+00 1.207500746E+00 1.203858604E+00 1.200366142E+00
330 1.202250879E+00 1.196016247E+00 1.190946120E+00 1.186351203E+00
335 1.178147518E+00 1.168797927E+00 1.161205812E+00 1.154674536E+00
340 1.126467096E+00 1.111773271E+00 1.100191616E+00 1.090739160E+00
