N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 3.210623000E-03 2.268950000E-03 1.587940000E-03 1.103435000E-03 7.630020000E-04 5.259880000E-04 3.620580000E-04 2.492110000E-04 1.717710000E-04 1.187560000E-04 8.251500000E-05 5.776700000E-05 4.088500000E-05 2.936800000E-05 2.150900000E-05 1.614000000E-05 1.245300000E-05 9.895000000E-06 8.083000000E-06
1.600000000E+01 8.978211000E-03 6.575071000E-03 4.749617000E-03 3.390034000E-03 2.397173000E-03 1.684611000E-03 1.180425000E-03 8.275620000E-04 5.826510000E-04 4.162060000E-04 2.996240000E-04 2.195560000E-04 1.647900000E-04 1.272420000E-04 1.012440000E-04 8.283900000E-05 6.931100000E-05 5.890300000E-05 5.043400000E-05
1.700000000E+01 2.071539800E-02 1.484932700E-02 1.055609700E-02 7.455638000E-03 5.247237000E-03 3.697052000E-03 2.625010000E-03 1.894619000E-03 1.439961000E-03 1.094482000E-03 8.560270000E-04 6.885300000E-04 5.667660000E-04 4.746110000E-04 4.020000000E-04 3.433940000E-04 2.933870000E-04 2.511540000E-04 2.140800000E-04
1.549996187E+01 5.913849000E-03 4.277469000E-03 3.050673000E-03 2.151537000E-03 1.505022000E-03 1.047093000E-03 7.263960000E-04 5.036490000E-04 3.498580000E-04 2.441170000E-04 1.716240000E-04 1.220330000E-04 8.814700000E-05 6.501300000E-05 4.918700000E-05 3.831100000E-05 3.072900000E-05 2.531100000E-05 2.127500000E-05
1.649996187E+01 1.254978000E-02 9.101628000E-03 6.540246000E-03 4.660544000E-03 3.300119000E-03 2.329143000E-03 1.644890000E-03 1.168053000E-03 8.389340000E-04 6.135730000E-04 4.600420000E-04 3.553840000E-04 2.832540000E-04 2.322560000E-04 1.947130000E-04 1.658550000E-04 1.423150000E-04 1.224320000E-04 1.053200000E-04
1.674996808E+01 1.571888600E-02 1.132799000E-02 8.098166000E-03 5.749166000E-03 4.062149000E-03 2.866460000E-03 2.030011000E-03 1.452044000E-03 1.056959000E-03 7.888320000E-04 6.068210000E-04 4.817640000E-04 3.934850000E-04 3.285930000E-04 2.786240000E-04 2.383890000E-04 2.047690000E-04 1.759320000E-04 1.507060000E-04
1.624993176E+01 1.055912700E-02 7.710504000E-03 5.566109000E-03 3.976449000E-03 2.817682000E-03 1.986369000E-03 1.398079000E-03 9.863700000E-04 7.007760000E-04 5.040400000E-04 3.716740000E-04 2.787750000E-04 2.151650000E-04 1.712250000E-04 1.404790000E-04 1.175300000E-04 9.990700000E-05 8.565200000E-05 7.369500000E-05
1.574996808E+01 7.432220000E-03 5.423173000E-03 3.899496000E-03 2.769796000E-03 1.949256000E-03 1.363338000E-03 9.504830000E-04 6.624340000E-04 4.629250000E-04 3.254550000E-04 2.334580000E-04 1.689420000E-04 1.236370000E-04 9.272000000E-05 7.190400000E-05 5.718800000E-05 4.685900000E-05 3.926900000E-05 3.335900000E-05
1.524993176E+01 4.467392000E-03 3.193358000E-03 2.255148000E-03 1.577953000E-03 1.096890000E-03 7.592610000E-04 5.243950000E-04 3.620490000E-04 2.503330000E-04 1.736990000E-04 1.212420000E-04 8.539500000E-05 6.091900000E-05 4.421600000E-05 3.280800000E-05 2.500600000E-05 1.962400000E-05 1.585700000E-05 1.313800000E-05
