f G/w
1.0000000E+6 8.2176487E-6
8.9779585E+5 8.3313824E-6
8.0603739E+5 8.5101329E-6
7.2365703E+5 8.6366869E-6
6.4969628E+5 8.7918382E-6
5.8329463E+5 8.9375161E-6
5.2367949E+5 9.1082655E-6
4.7015728E+5 9.2661870E-6
4.2210526E+5 9.4217931E-6
3.7896435E+5 9.5336406E-6
3.4023262E+5 9.6009453E-6
3.0545943E+5 9.6416195E-6
2.7424021E+5 9.6702993E-6
2.4621173E+5 9.6395531E-6
2.2104787E+5 9.5680597E-6
1.9845586E+5 9.5051712E-6
1.7817285E+5 9.3987585E-6
1.5996284E+5 9.2865396E-6
1.4361398E+5 9.1554462E-6
1.2893603E+5 9.0905818E-6
1.1575824E+5 9.0364366E-6
1.0392726E+5 9.0400596E-6
9.3305466E+4 9.0726036E-6
8.3769261E+4 9.1571376E-6
7.5207695E+4 9.2704802E-6
6.7521156E+4 9.5157765E-6
6.0620214E+4 9.8025391E-6
5.4424577E+4 1.0162215E-5
4.8862159E+4 1.0652605E-5
4.3868244E+4 1.1240140E-5
3.9384728E+4 1.1878358E-5
3.5359445E+4 1.2735943E-5
3.1745563E+4 1.3801067E-5
2.8501035E+4 1.4814562E-5
2.5588111E+4 1.5994689E-5
2.2972900E+4 1.7474290E-5
2.0624974E+4 1.9039432E-5
1.8517016E+4 2.0731045E-5
1.6624501E+4 2.2822521E-5
1.4925408E+4 2.5078868E-5
1.3399969E+4 2.7518809E-5
1.2030437E+4 3.0435484E-5
1.0800876E+4 3.3469899E-5
9.6969820E+3 3.7045197E-5
8.7059100E+3 4.0667091E-5
7.8161300E+3 4.5294613E-5
7.0172890E+3 5.0407086E-5
6.3000930E+3 5.5492970E-5
5.6561970E+3 6.1355928E-5
5.0781110E+3 6.8811646E-5
4.5591070E+3 7.5615439E-5
4.0931470E+3 8.4415958E-5
3.6748100E+3 9.4081297E-5
3.2992300E+3 1.0437128E-4
2.9620350E+3 1.1515886E-4
2.6593020E+3 1.2919989E-4
2.3875110E+3 1.4262379E-4
2.1434970E+3 1.5958012E-4
1.9244230E+3 1.7823552E-4
1.7277390E+3 1.9819029E-4
1.5511570E+3 2.2058968E-4
1.3926220E+3 2.4675551E-4
1.2502900E+3 2.7022628E-4
1.1225050E+3 3.0123639E-4
1.0077810E+3 3.3541208E-4
9.0478100E+2 3.7467463E-4
8.1230900E+2 4.1915504E-4
7.2928800E+2 4.6720788E-4
6.5475100E+2 5.2360921E-4
5.8783300E+2 5.8243800E-4
5.2775400E+2 6.3927638E-4
4.7381500E+2 7.1012411E-4
4.2539000E+2 7.9771134E-4
3.8191300E+2 8.8120780E-4
3.4288000E+2 9.9013527E-4
3.0783600E+2 1.1078716E-3
2.7637400E+2 1.2216453E-3
2.4812700E+2 1.3679610E-3
2.2276800E+2 1.5091177E-3
2.0000000E+2 1.6904573E-3
