T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 d N_B
335 001_335 34.61 5.340690E-1 3.775534E+1 7.943820E+1 1.601790E+1 4.510490E-1 3.551249E+1 1.000000E+2 1.000000E+10 1.000000E+10 3.800E-4 1.778E+16
335 002_335 34.61 5.338600E-1 3.770784E+1 7.941900E+1 1.598760E+1 4.507720E-1 3.546721E+1 1.000000E+2 1.468000E+10 1.468000E+10 3.800E-4 1.778E+16
335 003_335 34.61 5.335560E-1 3.763966E+1 7.939220E+1 1.594420E+1 4.503780E-1 3.540189E+1 1.000000E+2 2.154000E+10 2.154000E+10 3.800E-4 1.778E+16
335 004_335 34.61 5.331160E-1 3.754272E+1 7.935550E+1 1.588270E+1 4.498270E-1 3.530845E+1 1.000000E+2 3.162000E+10 3.162000E+10 3.800E-4 1.778E+16
335 005_335 34.61 5.324850E-1 3.740683E+1 7.930660E+1 1.579670E+1 4.490740E-1 3.517628E+1 1.000000E+2 4.642000E+10 4.642000E+10 3.800E-4 1.778E+16
335 006_335 34.61 5.315910E-1 3.721998E+1 7.924420E+1 1.567910E+1 4.480730E-1 3.499233E+1 1.000000E+2 6.813000E+10 6.813000E+10 3.800E-4 1.778E+16
335 007_335 34.61 5.303470E-1 3.696977E+1 7.916870E+1 1.552250E+1 4.467930E-1 3.474194E+1 1.000000E+2 1.000000E+11 1.000000E+11 3.800E-4 1.778E+16
335 008_335 34.61 5.286180E-1 3.664601E+1 7.908970E+1 1.532100E+1 4.452360E-1 3.441108E+1 1.000000E+2 1.468000E+11 1.468000E+11 3.800E-4 1.778E+16
335 009_335 34.61 5.263830E-1 3.624441E+1 7.897550E+1 1.506730E+1 4.427840E-1 3.402859E+1 1.000000E+2 2.154000E+11 2.154000E+11 3.800E-4 1.778E+16
335 010_335 34.61 5.236720E-1 3.576963E+1 7.889560E+1 1.477840E+1 4.400320E-1 3.358477E+1 1.000000E+2 3.162000E+11 3.162000E+11 3.800E-4 1.778E+16
335 011_335 34.61 5.205720E-1 3.523487E+1 7.881520E+1 1.445650E+1 4.372300E-1 3.306381E+1 1.000000E+2 4.642000E+11 4.642000E+11 3.800E-4 1.778E+16
335 012_335 34.61 5.171090E-1 3.465692E+1 7.870350E+1 1.410480E+1 4.342800E-1 3.247854E+1 1.000000E+2 6.813000E+11 6.813000E+11 3.800E-4 1.778E+16
335 013_335 34.61 5.134530E-1 3.404900E+1 7.861010E+1 1.374310E+1 4.305620E-1 3.191889E+1 1.000000E+2 1.000000E+12 1.000000E+12 3.800E-4 1.778E+16
335 014_335 34.61 5.095920E-1 3.341646E+1 7.850770E+1 1.336890E+1 4.270690E-1 3.130382E+1 1.000000E+2 1.468000E+12 1.468000E+12 3.800E-4 1.778E+16
335 015_335 34.61 5.054010E-1 3.275765E+1 7.836760E+1 1.297440E+1 4.232940E-1 3.065090E+1 1.000000E+2 2.154000E+12 2.154000E+12 3.800E-4 1.778E+16
335 016_335 34.61 5.009900E-1 3.206785E+1 7.824640E+1 1.257080E+1 4.189810E-1 3.000333E+1 1.000000E+2 3.162000E+12 3.162000E+12 3.800E-4 1.778E+16
335 017_335 34.61 4.962210E-1 3.134258E+1 7.812590E+1 1.215080E+1 4.150430E-1 2.927603E+1 1.000000E+2 4.642000E+12 4.642000E+12 3.800E-4 1.778E+16
335 018_335 34.61 4.912310E-1 3.057895E+1 7.794930E+1 1.170900E+1 4.099840E-1 2.855973E+1 1.000000E+2 6.813000E+12 6.813000E+12 3.800E-4 1.778E+16
335 019_335 34.61 4.859170E-1 2.977547E+1 7.780870E+1 1.125770E+1 4.054810E-1 2.776382E+1 1.000000E+2 1.000000E+13 1.000000E+13 3.800E-4 1.778E+16
335 020_335 34.61 4.804320E-1 2.893179E+1 7.760320E+1 1.078670E+1 4.000370E-1 2.696413E+1 1.000000E+2 1.468000E+13 1.468000E+13 3.800E-4 1.778E+16
335 021_335 34.61 4.746380E-1 2.804850E+1 7.743490E+1 1.030880E+1 3.951530E-1 2.608818E+1 1.000000E+2 2.154000E+13 2.154000E+13 3.800E-4 1.778E+16
335 022_335 34.61 4.686950E-1 2.712718E+1 7.719980E+1 9.815500E+0 3.892270E-1 2.521786E+1 1.000000E+2 3.162000E+13 3.162000E+13 3.800E-4 1.778E+16
335 023_335 34.61 4.625230E-1 2.617044E+1 7.694900E+1 9.314200E+0 3.837890E-1 2.426915E+1 1.000000E+2 4.642000E+13 4.642000E+13 3.800E-4 1.778E+16
335 024_335 34.61 4.561460E-1 2.518192E+1 7.671700E+1 8.812200E+0 3.776840E-1 2.333222E+1 1.000000E+2 6.813000E+13 6.813000E+13 3.800E-4 1.778E+16
335 025_335 34.61 4.496370E-1 2.416634E+1 7.640500E+1 8.302200E+0 3.715590E-1 2.234430E+1 1.000000E+2 1.000000E+14 1.000000E+14 3.800E-4 1.778E+16
