Ew Nt
4.4384268E-1 8.3719330E+15
4.4114222E-1 7.9592365E+15
4.3844174E-1 7.5487310E+15
4.3574126E-1 7.1583118E+15
4.3304078E-1 6.7959152E+15
4.3034031E-1 6.4605876E+15
4.2763984E-1 6.1445555E+15
4.2493937E-1 5.8380271E+15
4.2223889E-1 5.5356490E+15
4.1953842E-1 5.2402335E+15
4.1683794E-1 4.9607754E+15
4.1413746E-1 4.7069260E+15
4.1143699E-1 4.4844576E+15
4.0873652E-1 4.2944332E+15
4.0603604E-1 4.1342988E+15
4.0333557E-1 3.9989327E+15
4.0063510E-1 3.8814505E+15
3.9793462E-1 3.7744610E+15
3.9523414E-1 3.6718240E+15
3.9253367E-1 3.5700546E+15
3.8983320E-1 3.4687825E+15
3.8713272E-1 3.3702276E+15
3.8443225E-1 3.2780166E+15
3.8173177E-1 3.1956493E+15
3.7903130E-1 3.1251458E+15
3.7633082E-1 3.0664692E+15
3.7363035E-1 3.0179081E+15
3.7092988E-1 2.9770168E+15
3.6822940E-1 2.9416084E+15
3.6552893E-1 2.9103731E+15
3.6282845E-1 2.8829430E+15
3.6012798E-1 2.8594645E+15
3.5742750E-1 2.8399321E+15
3.5472703E-1 2.8237101E+15
3.5202655E-1 2.8096661E+15
3.4932608E-1 2.7969358E+15
3.4662560E-1 2.7857139E+15
3.4392513E-1 2.7772758E+15
3.4122466E-1 2.7730956E+15
3.3852418E-1 2.7738020E+15
3.3582371E-1 2.7787926E+15
3.3312323E-1 2.7866249E+15
3.3042276E-1 2.7956768E+15
3.2772228E-1 2.8046065E+15
3.2502181E-1 2.8125480E+15
3.2232133E-1 2.8191062E+15
3.1962086E-1 2.8241505E+15
3.1692039E-1 2.8274252E+15
3.1421991E-1 2.8282145E+15
3.1151944E-1 2.8253924E+15
3.0881896E-1 2.8178249E+15
3.0611849E-1 2.8048049E+15
3.0341801E-1 2.7861422E+15
3.0071754E-1 2.7619138E+15
2.9801706E-1 2.7321444E+15
2.9531659E-1 2.6965623E+15
2.9261611E-1 2.6540985E+15
2.8991564E-1 2.6013724E+15
2.8721517E-1 2.5295660E+15
2.8451469E-1 2.4202309E+15
2.8181422E-1 2.2427431E+15
2.7911374E-1 1.9581730E+15
2.7641327E-1 1.5332236E+15
2.7371279E-1 9.6124615E+14
2.7101232E-1 6.3259211E+14
