N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.213124938E+00 1.209272060E+00 1.201346309E+00 1.184743412E+00 1.151741910E+00 1.091410553E+00 1.019885597E+00 1.020386693E+00 1.023059775E+00 1.028581816E+00 1.037921296E+00
1.600000000E+01 1.268479168E+00 1.267751870E+00 1.267890898E+00 1.268858508E+00 1.270563592E+00 1.272254810E+00 1.273731148E+00 1.274514201E+00 1.273589511E+00 1.269543485E+00 1.259930089E+00
1.700000000E+01 1.350678865E+00 1.348434271E+00 1.346859927E+00 1.346154552E+00 1.346426851E+00 1.347620953E+00 1.349726356E+00 1.352481195E+00 1.355805694E+00 1.359812204E+00 1.364035906E+00
1.549996187E+01 1.240545761E+00 1.240183793E+00 1.240152819E+00 1.240021841E+00 1.238719544E+00 1.234661792E+00 1.225177046E+00 1.205674062E+00 1.169150478E+00 1.106531292E+00 1.014043014E+00
1.649996187E+01 1.304095209E+00 1.302432162E+00 1.301818048E+00 1.302243436E+00 1.302496850E+00 1.304461329E+00 1.307058679E+00 1.309954392E+00 1.313043279E+00 1.315966920E+00 1.318273747E+00
1.674996808E+01 1.326093729E+00 1.324159692E+00 1.323105248E+00 1.322928169E+00 1.323611102E+00 1.325238540E+00 1.327692914E+00 1.330730168E+00 1.334083749E+00 1.337796122E+00 1.341415267E+00
1.624993176E+01 1.284878154E+00 1.283573389E+00 1.283342884E+00 1.284167485E+00 1.285725139E+00 1.287901941E+00 1.290337014E+00 1.292700415E+00 1.294719930E+00 1.295806359E+00 1.295002538E+00
1.574996808E+01 1.253860709E+00 1.253389681E+00 1.253758884E+00 1.254610945E+00 1.255569326E+00 1.255948843E+00 1.254902297E+00 1.250623765E+00 1.240872477E+00 1.221286362E+00 1.185779059E+00
1.524993176E+01 1.227933086E+00 1.226497209E+00 1.224828107E+00 1.220958638E+00 1.212116077E+00 1.192246701E+00 1.156525663E+00 1.093886775E+00 1.016628215E+00 1.016967778E+00 1.018893781E+00
