T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.198497088E+00 1.216258430E+00 1.228347136E+00 1.239973789E+00 1.252309025E+00 1.265979855E+00 1.282163203E+00 1.301072240E+00 1.323026443E+00
295 1.187523171E+00 1.213657493E+00 1.228623386E+00 1.240787661E+00 1.253167608E+00 1.266434826E+00 1.282309091E+00 1.300819688E+00 1.322148191E+00
300 1.163220146E+00 1.207881929E+00 1.228201042E+00 1.241975134E+00 1.254658136E+00 1.267854249E+00 1.283516375E+00 1.301612499E+00 1.322264986E+00
305 1.113820651E+00 1.194222546E+00 1.225799048E+00 1.242892915E+00 1.256559056E+00 1.270078017E+00 1.285639160E+00 1.303314336E+00 1.323425047E+00
310 1.025234975E+00 1.165125455E+00 1.218762243E+00 1.242651788E+00 1.258586067E+00 1.272642862E+00 1.287331057E+00 1.305753912E+00 1.325595354E+00
315 1.017212989E+00 1.107917001E+00 1.202656380E+00 1.239680462E+00 1.259691755E+00 1.275292180E+00 1.290365824E+00 1.308879785E+00 1.328571665E+00
320 1.019301481E+00 1.014232545E+00 1.170151138E+00 1.231489658E+00 1.259155049E+00 1.277470157E+00 1.293527474E+00 1.312441401E+00 1.332192560E+00
325 1.024096085E+00 1.014370164E+00 1.111067495E+00 1.213538211E+00 1.255616910E+00 1.278565271E+00 1.296352549E+00 1.316104134E+00 1.336096646E+00
330 1.032503990E+00 1.016065908E+00 1.016183698E+00 1.179362690E+00 1.246501592E+00 1.277805210E+00 1.298563111E+00 1.319481958E+00 1.340085372E+00
335 1.045518459E+00 1.019790162E+00 1.012002651E+00 1.119966635E+00 1.227877484E+00 1.273762491E+00 1.299523137E+00 1.322512293E+00 1.344188621E+00
340 1.063946472E+00 1.026199013E+00 1.013237846E+00 1.028242077E+00 1.193766625E+00 1.264109239E+00 1.298344069E+00 1.324582909E+00 1.347847189E+00
