T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.210059524E+00 1.224992866E+00 1.237309659E+00 1.250180876E+00 1.264281324E+00 1.280124831E+00 1.298798233E+00 1.320329145E+00 1.344605191E+00
295 1.205531727E+00 1.223604722E+00 1.237220520E+00 1.250066139E+00 1.263940663E+00 1.279206936E+00 1.297487820E+00 1.318672123E+00 1.342531167E+00
300 1.195774731E+00 1.221614311E+00 1.237321571E+00 1.250725330E+00 1.264443561E+00 1.279370179E+00 1.297262474E+00 1.317962314E+00 1.341222404E+00
305 1.175139948E+00 1.216726532E+00 1.237076753E+00 1.251757766E+00 1.265712512E+00 1.280562357E+00 1.298082373E+00 1.318172064E+00 1.340851750E+00
310 1.134345620E+00 1.205560536E+00 1.235231207E+00 1.252718920E+00 1.267623372E+00 1.282428710E+00 1.298703742E+00 1.319250926E+00 1.341501649E+00
315 1.061297028E+00 1.181038777E+00 1.229864192E+00 1.252822762E+00 1.269382872E+00 1.284826747E+00 1.300984273E+00 1.321251830E+00 1.343085415E+00
320 1.018772829E+00 1.136988647E+00 1.217712230E+00 1.251038200E+00 1.270728236E+00 1.287364118E+00 1.303814222E+00 1.324024945E+00 1.345558871E+00
325 1.020042288E+00 1.061717587E+00 1.193264340E+00 1.245243361E+00 1.271085691E+00 1.289675760E+00 1.306833649E+00 1.327303447E+00 1.348635245E+00
330 1.023756227E+00 1.015651385E+00 1.148414355E+00 1.232656638E+00 1.269271580E+00 1.291433517E+00 1.309913038E+00 1.330793403E+00 1.352204982E+00
335 1.030771648E+00 1.016573569E+00 1.073756799E+00 1.208132560E+00 1.263588340E+00 1.291961262E+00 1.312660352E+00 1.334520200E+00 1.356361217E+00
340 1.042181740E+00 1.019254436E+00 1.013136689E+00 1.164732776E+00 1.251143161E+00 1.290159510E+00 1.314578633E+00 1.338008080E+00 1.360617338E+00
