N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.202692592E+00 1.194738339E+00 1.176990117E+00 1.140034589E+00 1.070511318E+00 1.017340533E+00 1.018447640E+00 1.021954222E+00 1.028704284E+00 1.039731711E+00 1.056006358E+00
1.600000000E+01 1.255883893E+00 1.256377562E+00 1.257595379E+00 1.259367158E+00 1.261475311E+00 1.262986687E+00 1.263394967E+00 1.261713966E+00 1.256021076E+00 1.243401187E+00 1.219171828E+00
1.700000000E+01 1.330347320E+00 1.328956846E+00 1.328508692E+00 1.329098225E+00 1.330734037E+00 1.333251364E+00 1.336526558E+00 1.340220055E+00 1.344160453E+00 1.348399269E+00 1.352403535E+00
1.549996187E+01 1.231004014E+00 1.231275474E+00 1.231232005E+00 1.229930435E+00 1.225355616E+00 1.214198787E+00 1.190847453E+00 1.146694713E+00 1.071533813E+00 1.012078679E+00 1.012673631E+00
1.649996187E+01 1.287409731E+00 1.287040929E+00 1.287768359E+00 1.289480337E+00 1.290862368E+00 1.293715791E+00 1.296861598E+00 1.299877849E+00 1.302555453E+00 1.304375900E+00 1.304644635E+00
1.674996808E+01 1.307369984E+00 1.306576034E+00 1.306822862E+00 1.308012506E+00 1.310013478E+00 1.312806994E+00 1.316173843E+00 1.319800846E+00 1.323334748E+00 1.326752261E+00 1.329504452E+00
1.624993176E+01 1.270304721E+00 1.270309102E+00 1.271339923E+00 1.273271707E+00 1.275677808E+00 1.278345732E+00 1.280790715E+00 1.282517591E+00 1.282967455E+00 1.281076691E+00 1.275104329E+00
1.574996808E+01 1.242980196E+00 1.243546905E+00 1.244653085E+00 1.245760499E+00 1.246180431E+00 1.244707415E+00 1.239527220E+00 1.227188182E+00 1.202771251E+00 1.158510616E+00 1.086046526E+00
1.524993176E+01 1.219006350E+00 1.217099741E+00 1.213161437E+00 1.203559151E+00 1.182516491E+00 1.139385287E+00 1.065008054E+00 1.014430616E+00 1.015322685E+00 1.017992007E+00 1.023022150E+00
