f G/w
1.0000000E+6 1.4407354E-4
8.9779585E+5 1.5628254E-4
8.0603739E+5 1.6943952E-4
7.2365703E+5 1.8390342E-4
6.4969628E+5 1.9958559E-4
5.8329463E+5 2.1683563E-4
5.2367949E+5 2.3535347E-4
4.7015728E+5 2.5554065E-4
4.2210526E+5 2.7754398E-4
3.7896435E+5 3.0091871E-4
3.4023262E+5 3.2583377E-4
3.0545943E+5 3.5230625E-4
2.7424021E+5 3.8008898E-4
2.4621173E+5 4.0935224E-4
2.2104787E+5 4.3972354E-4
1.9845586E+5 4.7120826E-4
1.7817285E+5 5.0324036E-4
1.5996284E+5 5.3540258E-4
1.4361398E+5 5.6779726E-4
1.2893603E+5 5.9959970E-4
1.1575824E+5 6.3088478E-4
1.0392726E+5 6.6132586E-4
9.3305466E+4 6.9051126E-4
8.3769261E+4 7.1778765E-4
7.5207695E+4 7.4428126E-4
6.7521156E+4 7.6824108E-4
6.0620214E+4 7.9077222E-4
5.4424577E+4 8.1124099E-4
4.8862159E+4 8.2935932E-4
4.3868244E+4 8.4679147E-4
3.9384728E+4 8.6272789E-4
3.5359445E+4 8.7657010E-4
3.1745563E+4 8.9044217E-4
2.8501035E+4 9.0289316E-4
2.5588111E+4 9.1532040E-4
2.2972900E+4 9.2715978E-4
2.0624974E+4 9.3897843E-4
1.8517016E+4 9.5169115E-4
1.6624501E+4 9.6375177E-4
1.4925408E+4 9.7596039E-4
1.3399969E+4 9.8889204E-4
1.2030437E+4 1.0035365E-3
1.0800876E+4 1.0193331E-3
9.6969820E+3 1.0354471E-3
8.7059100E+3 1.0524619E-3
7.8161300E+3 1.0747725E-3
7.0172890E+3 1.0955125E-3
6.3000930E+3 1.1233497E-3
5.6561970E+3 1.1499890E-3
5.0781110E+3 1.1813838E-3
4.5591070E+3 1.2237627E-3
4.0931470E+3 1.2668794E-3
3.6748100E+3 1.3137839E-3
3.2992300E+3 1.3659640E-3
2.9620350E+3 1.4257686E-3
2.6593020E+3 1.4955485E-3
2.3875110E+3 1.5698154E-3
2.1434970E+3 1.6533901E-3
1.9244230E+3 1.7520767E-3
1.7277390E+3 1.8577364E-3
1.5511570E+3 1.9784778E-3
1.3926220E+3 2.1118060E-3
1.2502900E+3 2.2625955E-3
1.1225050E+3 2.4347985E-3
1.0077810E+3 2.6283391E-3
9.0478100E+2 2.8404214E-3
8.1230900E+2 3.0821335E-3
7.2928800E+2 3.3460961E-3
6.5475100E+2 3.6473712E-3
5.8783300E+2 3.9945943E-3
5.2775400E+2 4.3663846E-3
4.7381500E+2 4.8144984E-3
4.2539000E+2 5.3074373E-3
3.8191300E+2 5.8359817E-3
3.4288000E+2 6.4238970E-3
3.0783600E+2 7.1040657E-3
2.7637400E+2 7.8801137E-3
2.4812700E+2 8.7004199E-3
2.2276800E+2 9.6356693E-3
2.0000000E+2 1.0701303E-2
