N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.206576426E+00 1.205604049E+00 1.204833934E+00 1.204193795E+00
1.600000000E+01 1.240966558E+00 1.240999150E+00 1.241125319E+00 1.240709998E+00
1.700000000E+01 1.285863079E+00 1.285432087E+00 1.285751920E+00 1.286346713E+00
1.549996187E+01 1.220491114E+00 1.220001464E+00 1.219564988E+00 1.219579714E+00
1.649996187E+01 1.253693595E+00 1.253815903E+00 1.253910453E+00 1.253960772E+00
1.674996808E+01 1.266331868E+00 1.266342009E+00 1.266495029E+00 1.266358606E+00
1.624993176E+01 1.247114070E+00 1.247380565E+00 1.247412690E+00 1.247425406E+00
1.574996808E+01 1.230740327E+00 1.230710874E+00 1.230483510E+00 1.230267351E+00
1.524993176E+01 1.213380933E+00 1.212644633E+00 1.212001172E+00 1.211829163E+00
