N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.202536577E+00 1.200825935E+00 1.199440101E+00 1.198349429E+00
1.600000000E+01 1.232586321E+00 1.232279513E+00 1.232226928E+00 1.231739839E+00
1.700000000E+01 1.274811058E+00 1.274367484E+00 1.274671582E+00 1.275255446E+00
1.549996187E+01 1.214359555E+00 1.213151414E+00 1.212209304E+00 1.211897739E+00
1.649996187E+01 1.243771557E+00 1.243844412E+00 1.243937510E+00 1.243987530E+00
1.674996808E+01 1.255766819E+00 1.255783785E+00 1.255920996E+00 1.255771332E+00
1.624993176E+01 1.237906749E+00 1.238020098E+00 1.238016400E+00 1.238009097E+00
1.574996808E+01 1.223428368E+00 1.222823734E+00 1.222261148E+00 1.221819895E+00
1.524993176E+01 1.208387362E+00 1.206893119E+00 1.205688542E+00 1.205099068E+00
