T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 d N_B
335 001_335 34.61 5.350060E-1 3.648822E+1 7.963470E+1 1.554580E+1 4.529910E-1 3.431817E+1 1.000000E+2 1.000000E+10 1.000000E+10 3.800E-4 1.000E+17
335 002_335 34.61 5.349320E-1 3.645075E+1 7.963260E+1 1.552730E+1 4.529120E-1 3.428322E+1 1.000000E+2 1.468000E+10 1.468000E+10 3.800E-4 1.000E+17
335 003_335 34.61 5.348250E-1 3.639678E+1 7.962960E+1 1.550060E+1 4.527990E-1 3.423293E+1 1.000000E+2 2.154000E+10 2.154000E+10 3.800E-4 1.000E+17
335 004_335 34.61 5.346730E-1 3.631983E+1 7.962540E+1 1.546260E+1 4.526380E-1 3.416119E+1 1.000000E+2 3.162000E+10 3.162000E+10 3.800E-4 1.000E+17
335 005_335 34.61 5.344570E-1 3.621146E+1 7.961940E+1 1.540910E+1 4.524110E-1 3.406004E+1 1.000000E+2 4.642000E+10 4.642000E+10 3.800E-4 1.000E+17
335 006_335 34.61 5.341570E-1 3.606145E+1 7.961100E+1 1.533510E+1 4.520970E-1 3.391984E+1 1.000000E+2 6.813000E+10 6.813000E+10 3.800E-4 1.000E+17
335 007_335 34.61 5.337470E-1 3.585848E+1 7.959960E+1 1.523480E+1 4.516730E-1 3.372980E+1 1.000000E+2 1.000000E+11 1.000000E+11 3.800E-4 1.000E+17
335 008_335 34.61 5.332000E-1 3.559183E+1 7.958450E+1 1.510320E+1 4.511180E-1 3.347949E+1 1.000000E+2 1.468000E+11 1.468000E+11 3.800E-4 1.000E+17
335 009_335 34.61 5.324930E-1 3.525377E+1 7.956500E+1 1.493620E+1 4.504150E-1 3.316110E+1 1.000000E+2 2.154000E+11 2.154000E+11 3.800E-4 1.000E+17
335 010_335 34.61 5.316090E-1 3.484203E+1 7.954030E+1 1.473270E+1 4.495570E-1 3.277162E+1 1.000000E+2 3.162000E+11 3.162000E+11 3.800E-4 1.000E+17
335 011_335 34.61 5.305370E-1 3.436063E+1 7.951010E+1 1.449440E+1 4.485520E-1 3.231371E+1 1.000000E+2 4.642000E+11 4.642000E+11 3.800E-4 1.000E+17
335 012_335 34.61 5.292360E-1 3.381796E+1 7.947890E+1 1.422490E+1 4.474090E-1 3.179389E+1 1.000000E+2 6.813000E+11 6.813000E+11 3.800E-4 1.000E+17
335 013_335 34.61 5.277090E-1 3.322304E+1 7.944410E+1 1.392820E+1 4.461460E-1 3.121900E+1 1.000000E+2 1.000000E+12 1.000000E+12 3.800E-4 1.000E+17
335 014_335 34.61 5.259750E-1 3.258228E+1 7.936670E+1 1.360150E+1 4.446740E-1 3.058749E+1 1.000000E+2 1.468000E+12 1.468000E+12 3.800E-4 1.000E+17
335 015_335 34.61 5.240190E-1 3.189864E+1 7.931120E+1 1.325730E+1 4.425600E-1 2.995586E+1 1.000000E+2 2.154000E+12 2.154000E+12 3.800E-4 1.000E+17
335 016_335 34.61 5.218210E-1 3.117271E+1 7.924800E+1 1.289090E+1 4.403300E-1 2.927563E+1 1.000000E+2 3.162000E+12 3.162000E+12 3.800E-4 1.000E+17
335 017_335 34.61 5.193240E-1 3.040414E+1 7.918000E+1 1.250220E+1 4.380110E-1 2.854314E+1 1.000000E+2 4.642000E+12 4.642000E+12 3.800E-4 1.000E+17
335 018_335 34.61 5.164650E-1 2.959257E+1 7.910960E+1 1.209070E+1 4.356380E-1 2.775415E+1 1.000000E+2 6.813000E+12 6.813000E+12 3.800E-4 1.000E+17
335 019_335 34.61 5.133340E-1 2.873813E+1 7.898390E+1 1.165190E+1 4.324790E-1 2.694218E+1 1.000000E+2 1.000000E+13 1.000000E+13 3.800E-4 1.000E+17
335 020_335 34.61 5.099050E-1 2.784165E+1 7.887990E+1 1.119830E+1 4.290800E-1 2.609831E+1 1.000000E+2 1.468000E+13 1.468000E+13 3.800E-4 1.000E+17
335 021_335 34.61 5.060210E-1 2.690484E+1 7.878080E+1 1.072550E+1 4.257840E-1 2.519011E+1 1.000000E+2 2.154000E+13 2.154000E+13 3.800E-4 1.000E+17
335 022_335 34.61 5.018760E-1 2.593038E+1 7.861550E+1 1.023090E+1 4.216110E-1 2.426617E+1 1.000000E+2 3.162000E+13 3.162000E+13 3.800E-4 1.000E+17
335 023_335 34.61 4.973300E-1 2.492196E+1 7.848620E+1 9.727900E+0 4.173950E-1 2.330628E+1 1.000000E+2 4.642000E+13 4.642000E+13 3.800E-4 1.000E+17
335 024_335 34.61 4.924740E-1 2.388427E+1 7.829530E+1 9.209400E+0 4.128870E-1 2.230488E+1 1.000000E+2 6.813000E+13 6.813000E+13 3.800E-4 1.000E+17
335 025_335 34.61 4.872570E-1 2.282299E+1 7.813450E+1 8.689100E+0 4.078840E-1 2.130283E+1 1.000000E+2 1.000000E+14 1.000000E+14 3.800E-4 1.000E+17
