T d154 d184 d214 d244
d 150 180 210 240
290 1.937038000E-03 1.801553000E-03 1.714283000E-03 1.655140000E-03
295 1.963778000E-03 1.839351000E-03 1.789719000E-03 1.766139000E-03
300 2.030011000E-03 1.926550000E-03 1.936252000E-03 1.879945000E-03
305 2.250794000E-03 2.163026000E-03 2.151936000E-03 2.164535000E-03
310 2.581926000E-03 2.512365000E-03 2.465622000E-03 2.516143000E-03
315 3.049230000E-03 2.937578000E-03 2.896531000E-03 2.945919000E-03
320 3.704488000E-03 3.528645000E-03 3.489592000E-03 3.466691000E-03
325 4.335139000E-03 4.242481000E-03 4.203302000E-03 4.173517000E-03
330 5.049717000E-03 5.009778000E-03 4.963784000E-03 4.915772000E-03
335 5.999626000E-03 5.935119000E-03 5.873617000E-03 5.811884000E-03
340 7.049487000E-03 6.951151000E-03 6.860255000E-03 6.768382000E-03
