T d154 d184 d214 d244
d 150 180 210 240
290 4.012470000E-04 3.997400000E-04 3.985320000E-04 3.982640000E-04
295 3.668150000E-04 3.652270000E-04 3.651620000E-04 3.651810000E-04
300 3.285930000E-04 3.264820000E-04 3.261310000E-04 3.256510000E-04
305 3.071230000E-04 3.038130000E-04 3.035620000E-04 3.041060000E-04
310 2.930980000E-04 2.901680000E-04 2.897920000E-04 2.929640000E-04
315 2.840740000E-04 2.812210000E-04 2.802990000E-04 2.827200000E-04
320 2.974750000E-04 2.897630000E-04 2.882180000E-04 2.881020000E-04
325 3.182550000E-04 3.105010000E-04 3.085760000E-04 3.078720000E-04
330 3.433630000E-04 3.395020000E-04 3.373530000E-04 3.358330000E-04
335 3.915540000E-04 3.863310000E-04 3.839530000E-04 3.821720000E-04
340 4.536630000E-04 4.476940000E-04 4.449050000E-04 4.422320000E-04
