N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 9.130000000E-05 7.639800000E-05 6.384300000E-05 5.597000000E-05
1.600000000E+01 3.082440000E-04 2.729300000E-04 2.503010000E-04 2.335800000E-04
1.700000000E+01 8.825210000E-04 8.704290000E-04 8.725630000E-04 8.741010000E-04
1.549996187E+01 1.864450000E-04 1.569920000E-04 1.351370000E-04 1.212230000E-04
1.649996187E+01 4.867950000E-04 4.596300000E-04 4.458360000E-04 4.334200000E-04
1.674996808E+01 6.478070000E-04 6.327980000E-04 6.243950000E-04 6.230400000E-04
1.624993176E+01 3.785040000E-04 3.447430000E-04 3.250560000E-04 3.120130000E-04
1.574996808E+01 2.461010000E-04 2.097580000E-04 1.862970000E-04 1.689360000E-04
1.524993176E+01 1.307320000E-04 1.075090000E-04 9.474800000E-05 8.390100000E-05
