N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.031690000E-04 8.355800000E-05 7.006800000E-05 6.009900000E-05
1.600000000E+01 5.842620000E-04 5.610860000E-04 5.455440000E-04 5.355150000E-04
1.700000000E+01 1.892265000E-03 1.868937000E-03 1.918941000E-03 1.840153000E-03
1.549996187E+01 1.059890000E-04 9.230700000E-05 8.524300000E-05 8.305200000E-05
1.649996187E+01 1.113735000E-03 1.084601000E-03 1.060674000E-03 1.044159000E-03
1.674996808E+01 1.462629000E-03 1.432108000E-03 1.410079000E-03 1.390812000E-03
1.624993176E+01 8.238340000E-04 7.971690000E-04 7.771010000E-04 7.631660000E-04
1.574996808E+01 3.757580000E-04 3.470180000E-04 3.362560000E-04 3.292120000E-04
1.524993176E+01 7.364500000E-05 5.757200000E-05 4.722600000E-05 3.994900000E-05
