X Y Yfit
2.060E-1 5.372E-7 5.293E-7
2.160E-1 5.744E-7 5.691E-7
2.270E-1 6.137E-7 6.140E-7
2.360E-1 6.529E-7 6.516E-7
2.460E-1 6.972E-7 6.943E-7
2.560E-1 7.384E-7 7.379E-7
2.670E-1 7.797E-7 7.869E-7
2.760E-1 8.260E-7 8.279E-7
2.860E-1 8.702E-7 8.741E-7
2.960E-1 9.175E-7 9.213E-7
3.070E-1 9.648E-7 9.742E-7
3.160E-1 1.014E-6 1.018E-6
3.270E-1 1.063E-6 1.073E-6
3.370E-1 1.109E-6 1.123E-6
3.470E-1 1.166E-6 1.175E-6
3.570E-1 1.218E-6 1.227E-6
3.660E-1 1.274E-6 1.274E-6
3.770E-1 1.333E-6 1.334E-6
3.870E-1 1.384E-6 1.388E-6
3.970E-1 1.441E-6 1.443E-6
4.070E-1 1.503E-6 1.499E-6
4.170E-1 1.559E-6 1.556E-6
4.270E-1 1.622E-6 1.613E-6
4.370E-1 1.684E-6 1.671E-6
4.470E-1 1.743E-6 1.730E-6
4.580E-1 1.805E-6 1.796E-6
4.670E-1 1.867E-6 1.850E-6
4.770E-1 1.924E-6 1.911E-6
4.870E-1 1.983E-6 1.972E-6
4.970E-1 2.041E-6 2.035E-6
5.070E-1 2.101E-6 2.097E-6
5.170E-1 2.164E-6 2.161E-6
5.470E-1 2.365E-6 2.356E-6
5.780E-1 2.556E-6 2.563E-6
6.070E-1 2.752E-6 2.762E-6
6.370E-1 2.941E-6 2.973E-6
