N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.777492500E-02 1.814428900E-02 1.830031900E-02 1.831464100E-02
1.600000000E+01 6.958816000E-03 4.102713000E-03 -5.133100000E-05 -1.469197000E-03
1.700000000E+01 9.258746300E-02 9.450005900E-02 9.546146200E-02 9.677602100E-02
1.549996187E+01 -1.884794180E-01 -1.823347220E-01 -1.767104750E-01 -1.711272360E-01
1.649996187E+01 5.989038400E-02 6.261922900E-02 6.422912100E-02 6.537129500E-02
1.674996808E+01 7.945765500E-02 8.092893300E-02 8.340864600E-02 8.472758800E-02
1.624993176E+01 3.757961600E-02 3.814912300E-02 3.833048700E-02 3.808787100E-02
1.574996808E+01 -5.765490700E-02 -6.846414000E-02 -7.785854100E-02 -8.516297600E-02
1.524993176E+01 -9.492836400E-02 -7.851855300E-02 -6.325608900E-02 -4.924433700E-02
