N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.190251845E+00 1.187118783E+00 1.184504410E+00 1.182247928E+00
1.600000000E+01 1.230970323E+00 1.229258141E+00 1.228393190E+00 1.227635785E+00
1.700000000E+01 1.267753450E+00 1.267739734E+00 1.267432425E+00 1.267427104E+00
1.549996187E+01 1.214329647E+00 1.212171438E+00 1.210624568E+00 1.209173927E+00
1.649996187E+01 1.240558066E+00 1.239553628E+00 1.239439792E+00 1.239370760E+00
1.674996808E+01 1.250532629E+00 1.250255922E+00 1.249920919E+00 1.250072307E+00
1.624993176E+01 1.235769438E+00 1.234529520E+00 1.234113876E+00 1.233779290E+00
1.574996808E+01 1.222867871E+00 1.220877689E+00 1.219658916E+00 1.218607805E+00
1.524993176E+01 1.207012484E+00 1.204589681E+00 1.202612305E+00 1.200946731E+00
