N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.279689000E-02 1.228984500E-02 1.188356000E-02 1.152557700E-02
1.016672606E+01 8.972320000E-03 8.587202000E-03 8.285952000E-03 8.025665000E-03
1.033324570E+01 6.246995000E-03 5.960769000E-03 5.741328000E-03 5.554848000E-03
1.049996187E+01 4.325641000E-03 4.117153000E-03 3.959870000E-03 3.828100000E-03
1.066670514E+01 2.982735000E-03 2.833459000E-03 2.722346000E-03 2.630284000E-03
1.083333839E+01 2.050524000E-03 1.945147000E-03 1.867505000E-03 1.803849000E-03
1.100000000E+01 1.406843000E-03 1.333241000E-03 1.279501000E-03 1.235869000E-03
1.116672606E+01 9.641440000E-04 9.131540000E-04 8.762690000E-04 8.466400000E-04
1.133324570E+01 6.605640000E-04 6.254920000E-04 6.003720000E-04 5.804270000E-04
1.149996187E+01 4.528570000E-04 4.288910000E-04 4.119470000E-04 3.986840000E-04
1.166670514E+01 3.109940000E-04 2.947590000E-04 2.834580000E-04 2.747850000E-04
1.183333839E+01 2.142560000E-04 2.033800000E-04 1.959940000E-04 1.904740000E-04
1.200000000E+01 1.484120000E-04 1.412700000E-04 1.365620000E-04 1.331710000E-04
1.216672606E+01 1.036830000E-04 9.912300000E-05 9.628700000E-05 9.436800000E-05
1.233324570E+01 7.336100000E-05 7.061900000E-05 6.906900000E-05 6.814700000E-05
1.249996187E+01 5.287500000E-05 5.138200000E-05 5.068900000E-05 5.040300000E-05
1.266670514E+01 3.907100000E-05 3.840400000E-05 3.825800000E-05 3.833700000E-05
1.283333839E+01 2.973400000E-05 2.958700000E-05 2.974700000E-05 3.002600000E-05
1.300000000E+01 2.336100000E-05 2.352200000E-05 2.382100000E-05 2.416100000E-05
