N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.573040000E-04 1.220030000E-04 9.871800000E-05 8.243700000E-05
1.600000000E+01 1.551003000E-03 1.416308000E-03 1.328232000E-03 1.268194000E-03
1.700000000E+01 1.478462800E-02 1.386522300E-02 1.329603300E-02 1.292276100E-02
1.549996187E+01 3.916280000E-04 3.487970000E-04 3.192730000E-04 2.958930000E-04
1.649996187E+01 4.900012000E-03 4.469218000E-03 4.207136000E-03 4.032145000E-03
1.674996808E+01 8.649654000E-03 7.978130000E-03 7.557938000E-03 7.282669000E-03
1.624993176E+01 2.753319000E-03 2.503295000E-03 2.348859000E-03 2.245410000E-03
1.574996808E+01 8.561370000E-04 7.812400000E-04 7.306610000E-04 6.964390000E-04
1.524993176E+01 -2.471100000E-05 -4.261400000E-05 -5.736000000E-05 -6.928800000E-05
