fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0001 11:17:10 297.1 39.02 1.000E+000 8.500E-001 1.891E-006 3.590E+003 3.047E+000 5.963E-009 1.781E-003 
0002 11:19:52 297 39.04 1.000E+000 8.500E-001 1.977E-006 3.625E+003 3.053E+000 5.831E-009 1.711E-003 
0003 11:22:56 297 39.04 1.000E+000 8.500E-001 1.984E-006 3.580E+003 3.043E+000 5.937E-009 1.672E-003 
0004 11:25:54 297.1 39.02 1.000E+000 8.500E-001 1.976E-006 3.640E+003 3.051E+000 5.895E-009 1.705E-003 
0005 11:27:56 297.1 39.02 1.000E+000 8.500E-001 2.061E-006 3.571E+003 3.039E+000 5.999E-009 1.653E-003 
0008 11:35:42 297.1 39.02 1.000E+000 8.500E-001 1.986E-006 3.633E+003 3.050E+000 5.891E-009 1.737E-003 
0010 11:43:26 297.1 39.02 1.000E+000 8.500E-001 1.964E-006 3.584E+003 3.042E+000 5.985E-009 2.057E-003 
0011 11:48:20 297.1 39.02 1.000E+000 8.500E-001 2.113E-006 3.560E+003 3.030E+000 6.047E-009 1.659E-003 
0012 11:52:22 297.1 39.02 1.000E+000 8.500E-001 2.055E-006 3.555E+003 3.035E+000 6.033E-009 1.675E-003 
0013 11:55:36 297.1 39.02 1.000E+000 8.500E-001 2.002E-006 3.615E+003 3.045E+000 5.940E-009 1.834E-003 
0014 11:59:58 297.1 39.02 1.000E+000 8.500E-001 1.917E-006 3.697E+003 3.058E+000 5.804E-009 1.719E-003 
0016 12:08:26 297.1 39.02 1.000E+000 8.500E-001 2.044E-006 3.544E+003 3.028E+000 6.082E-009 1.867E-003 
0017 12:13:28 297.1 39.02 1.000E+000 8.500E-001 2.092E-006 3.548E+003 3.032E+000 6.045E-009 1.686E-003 
0018 12:18:32 297.1 39.02 1.000E+000 8.500E-001 2.115E-006 3.493E+003 3.015E+000 6.213E-009 1.843E-003 
0019 12:21:40 297 39.04 1.000E+000 8.500E-001 2.060E-006 3.574E+003 3.039E+000 5.965E-009 1.626E-003 
