N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.024349876E+00 1.022899131E+00 1.021650290E+00 1.020527579E+00
1.600000000E+01 1.253249842E+00 1.248489609E+00 1.244263569E+00 1.240777045E+00
1.700000000E+01 1.324527129E+00 1.322507198E+00 1.319639369E+00 1.318270873E+00
1.549996187E+01 1.103959560E+00 1.087265197E+00 1.076156220E+00 1.067790239E+00
1.649996187E+01 1.292105105E+00 1.289996756E+00 1.287324895E+00 1.285380813E+00
1.674996808E+01 1.309147209E+00 1.305538081E+00 1.303637095E+00 1.301886310E+00
1.624993176E+01 1.275752097E+00 1.272401351E+00 1.269295432E+00 1.266580460E+00
1.574996808E+01 1.210205686E+00 1.202078362E+00 1.195580589E+00 1.191213313E+00
1.524993176E+01 1.014257615E+00 1.012966771E+00 1.011967504E+00 1.011155121E+00
