N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.024218484E+00 1.023347399E+00 1.022667049E+00 1.022106437E+00
1.600000000E+01 1.244451759E+00 1.238530944E+00 1.232756126E+00 1.227420205E+00
1.700000000E+01 1.287823789E+00 1.283854543E+00 1.279099617E+00 1.275789013E+00
1.549996187E+01 1.089250342E+00 1.065035477E+00 1.045038685E+00 1.026788126E+00
1.649996187E+01 1.274573519E+00 1.271816532E+00 1.268267177E+00 1.265243812E+00
1.674996808E+01 1.283405576E+00 1.278719052E+00 1.275541845E+00 1.272394747E+00
1.624993176E+01 1.263809309E+00 1.259869677E+00 1.255873724E+00 1.252039317E+00
1.574996808E+01 1.201269126E+00 1.190086033E+00 1.179815233E+00 1.171082224E+00
1.524993176E+01 1.013572673E+00 1.012546467E+00 1.011768090E+00 1.011151889E+00
