i1.dat - 26.4.2024  :34594000
T=291.76

i2.dat - 26.4.2024  :34630000
T=291.76

i3.dat - 26.4.2024  :34658000
T=291.76

i4.dat - 26.4.2024  :34690000
T=291.75

cprpf1Mn1.dat - 26.4.2024  :39040000
T=291.96 f=1000000 Vm=0.01 Im=10

cprpf1Mn2.dat - 26.4.2024  :39134000
T=292.03 f=1000000 Vm=0.01 Im=10

cprp100fn1.dat - 26.4.2024  :39228000
T=291.98 f=100000 Vm=0.01 Im=10

cprp100fn2.dat - 26.4.2024  :39322000
T=291.98 f=100000 Vm=0.01 Im=10

cprp10fn1.dat - 26.4.2024  :39418000
T=291.97 f=10000 Vm=0.01 Im=10

cprp10fn2.dat - 26.4.2024  :39512000
T=291.96 f=10000 Vm=0.01 Im=10

cprpf1Mn3.dat - 26.4.2024  :39958000
T=291.97 f=1000000 Vm=0.01 Im=10

cprpf1Mn4.dat - 26.4.2024  :40050000
T=291.97 f=1000000 Vm=0.01 Im=10

cprp100fn3.dat - 26.4.2024  :40146000
T=291.97 f=100000 Vm=0.01 Im=10

cprp100fn4.dat - 26.4.2024  :40238000
T=291.97 f=100000 Vm=0.01 Im=10

cprp10fn3.dat - 26.4.2024  :40334000
T=291.97 f=10000 Vm=0.01 Im=10

cprp10fn4.dat - 26.4.2024  :40430000
T=291.97 f=10000 Vm=0.01 Im=10

cprp0Vn1.dat - 26.4.2024  :40726000
T=292.38 f=1000000 Vm=0.01 Im=10

cprp0V4n1.dat - 26.4.2024  :40982000
T=292.38 f=1000000 Vb=0.4 Vm=0.01 Im=10

rrm1V2n1.dat - 26.4.2024  :41160000
T=292.45 f=1000000 Vb=-1.2 Vm=0.01 Im=10

rrm1Vn1.dat - 26.4.2024  :41302000
T=292.36 f=1000000 Vb=-1 Vm=0.01 Im=10

rrm0V8n1.dat - 26.4.2024  :41446000
T=292.38 f=1000000 Vb=-0.8 Vm=0.01 Im=10

rrm0V6n1.dat - 26.4.2024  :41590000
T=292.54 f=1000000 Vb=-0.6 Vm=0.01 Im=10

rrm0V4n1.dat - 26.4.2024  :41732000
T=292.54 f=1000000 Vb=-0.4 Vm=0.01 Im=10

rrm0V2n1.dat - 26.4.2024  :41876000
T=292.56 f=1000000 Vb=-0.2 Vm=0.01 Im=10

rr2V22E-16n1.dat - 26.4.2024  :42018000
T=292.47 f=1000000 Vm=0.01 Im=10

rr0V2n1.dat - 26.4.2024  :42162000
T=292.45 f=1000000 Vb=0.2 Vm=0.01 Im=10

rr0V4n1.dat - 26.4.2024  :42304000
T=292.52 f=1000000 Vb=0.4 Vm=0.01 Im=10

