fname time Tem kT_1 Voc Isc Pm Vm Im FF rmsre 
00L1 34511591.803 338.67 34.235 2.267667441E-01 1.743552709E-04 2.078210048E-05 1.607666002E-01 1.292617042E-04 5.256237675E-01 0.000000000E+00 
00L2 34537510.085 338.68 34.234 2.272219347E-01 1.747721497E-04 2.084624342E-05 1.610206211E-01 1.294549222E-04 5.249347498E-01 0.000000000E+00 
00L3 34557816.928 338.63 34.239 2.286549495E-01 1.746442176E-04 2.079689390E-05 1.601973168E-01 1.298195185E-04 5.207912257E-01 0.000000000E+00 
00L4 34578119.8 338.63 34.239 2.280699184E-01 1.740392367E-04 2.041956135E-05 1.593054730E-01 1.281866347E-04 5.144358562E-01 0.000000000E+00 
00L5 34598531.137 338.62 34.24 2.289214695E-01 1.733173153E-04 1.993870560E-05 1.576033010E-01 1.265212769E-04 5.025375092E-01 0.000000000E+00 
00L6 34618722.886 338.61 34.241 2.289274907E-01 1.734600986E-04 2.016625114E-05 1.589955269E-01 1.268260090E-04 5.078408528E-01 0.000000000E+00 
00L7 34639183.381 338.6 34.242 2.280279841E-01 1.736745221E-04 2.003081619E-05 1.559476329E-01 1.284300569E-04 5.057948292E-01 0.000000000E+00 
00L8 34659732.447 338.6 34.242 2.293833946E-01 1.735470734E-04 2.006778144E-05 1.586607060E-01 1.264723190E-04 5.041039411E-01 0.000000000E+00 
00L9 34679933.635 338.62 34.24 2.295377326E-01 1.733767535E-04 1.993037491E-05 1.580764805E-01 1.260799233E-04 5.008071428E-01 0.000000000E+00 
0L10 34700264.952 338.63 34.239 2.292805025E-01 1.731871104E-04 2.005595980E-05 1.584736238E-01 1.265494524E-04 5.050806836E-01 0.000000000E+00 
0L11 34720561.863 338.64 34.238 2.295200587E-01 1.733945508E-04 1.997033018E-05 1.573811738E-01 1.269071414E-04 5.017982636E-01 0.000000000E+00 
0L12 34740665.842 338.68 34.234 2.287254313E-01 1.735358629E-04 2.004190970E-05 1.566922831E-01 1.278984558E-04 5.049349198E-01 0.000000000E+00 
0L13 34761056.4436 338.7 34.231 2.296022136E-01 1.736109836E-04 2.004125461E-05 1.572169573E-01 1.274990574E-04 5.027726412E-01 0.000000000E+00 
0L14 34781514.575 338.73 34.228 2.293504053E-01 1.734456564E-04 1.998264097E-05 1.575327964E-01 1.268660344E-04 5.023309593E-01 0.000000000E+00 
0L15 34801528.143 338.78 34.223 2.285399114E-01 1.732014732E-04 2.006561024E-05 1.568651461E-01 1.278962252E-04 5.069191943E-01 0.000000000E+00 
0L16 34821809.411 338.84 34.217 2.282446343E-01 1.734200000E-04 2.007025625E-05 1.557376120E-01 1.288430528E-04 5.070527690E-01 0.000000000E+00 
0L17 34841961.018 338.87 34.214 2.290708358E-01 1.737357147E-04 2.020552335E-05 1.593372235E-01 1.268028147E-04 5.077047166E-01 0.000000000E+00 
0L18 34862040.2025 338.93 34.208 2.288559643E-01 1.737961935E-04 2.000593863E-05 1.576201399E-01 1.269296269E-04 5.029866248E-01 0.000000000E+00 
0L19 34882341.014 338.99 34.202 2.288988533E-01 1.735684640E-04 1.999305125E-05 1.574225994E-01 1.270091626E-04 5.032278197E-01 0.000000000E+00 
0L20 34902541.914 339.05 34.196 2.285523117E-01 1.735133056E-04 2.000419928E-05 1.585303437E-01 1.261761193E-04 5.044321636E-01 0.000000000E+00 
0L21 34922984.916 339.12 34.189 2.275676905E-01 1.737709891E-04 1.998476882E-05 1.570719502E-01 1.272555533E-04 5.053720898E-01 0.000000000E+00 
0L22 34943293.227 339.17 34.184 2.280067584E-01 1.739978011E-04 2.005648574E-05 1.574466161E-01 1.274096918E-04 5.055491201E-01 0.000000000E+00 
0L23 34963614.002 339.22 34.179 2.272994187E-01 1.738002071E-04 1.996015471E-05 1.550144568E-01 1.287776386E-04 5.052604312E-01 0.000000000E+00 
0L24 34983944.589 339.28 34.173 2.274878318E-01 1.735629135E-04 1.987901736E-05 1.556910683E-01 1.276812667E-04 5.034772019E-01 0.000000000E+00 
0L25 35004025.2145 339.33 34.168 2.268460744E-01 1.734662945E-04 2.002661351E-05 1.559795038E-01 1.283667560E-04 5.089336266E-01 0.000000000E+00 
0L26 35024670.871 339.38 34.163 2.271706256E-01 1.737494006E-04 1.991179816E-05 1.524192577E-01 1.306630585E-04 5.044695907E-01 0.000000000E+00 
0L27 35044897.143 339.43 34.158 2.277895300E-01 1.740437781E-04 1.999664428E-05 1.563205079E-01 1.279540248E-04 5.043881329E-01 0.000000000E+00 
0L28 35065118.272 339.48 34.153 2.271139190E-01 1.738738808E-04 1.989579932E-05 1.526685857E-01 1.303380348E-04 5.038291523E-01 0.000000000E+00 
0L29 35085278.526 339.51 34.15 2.264666121E-01 1.734837899E-04 1.998968256E-05 1.549521026E-01 1.289746326E-04 5.087949746E-01 0.000000000E+00 
0L30 35105819.748 339.56 34.145 2.264832484E-01 1.736956276E-04 1.992113750E-05 1.553437811E-01 1.282266086E-04 5.063947113E-01 0.000000000E+00 
0L31 35126076.0242 339.59 34.142 2.269874481E-01 1.739212154E-04 1.982891113E-05 1.549759621E-01 1.279167744E-04 5.022783537E-01 0.000000000E+00 
0L32 35146210.608 339.62 34.139 2.268371664E-01 1.739887190E-04 1.995849128E-05 1.557446870E-01 1.281458640E-04 5.056993607E-01 0.000000000E+00 
0L33 35166601.16 339.63 34.138 2.275477380E-01 1.738513858E-04 2.001960951E-05 1.575069438E-01 1.270979236E-04 5.060633927E-01 0.000000000E+00 
0L34 35186591.722 339.67 34.134 2.262750439E-01 1.734801970E-04 1.999424347E-05 1.550546493E-01 1.289216119E-04 5.093524642E-01 0.000000000E+00 
0L35 35207172.91 339.71 34.13 2.265759166E-01 1.737553843E-04 2.000730435E-05 1.551650420E-01 1.289267667E-04 5.082022246E-01 0.000000000E+00 
0L36 35227304.173 339.74 34.127 2.267682636E-01 1.739615859E-04 2.005472278E-05 1.551781607E-01 1.292077988E-04 5.083713065E-01 0.000000000E+00 
0L37 35247264.853 339.74 34.127 2.266356280E-01 1.740206261E-04 2.009751749E-05 1.560495485E-01 1.287613693E-04 5.095813264E-01 0.000000000E+00 
0L38 35267785.112 339.75 34.126 2.266693208E-01 1.739778704E-04 2.004591368E-05 1.573535557E-01 1.274054173E-04 5.083222292E-01 0.000000000E+00 
0L39 35288117.256 339.77 34.124 2.277406163E-01 1.736394900E-04 2.003554318E-05 1.583642180E-01 1.265034581E-04 5.066547606E-01 0.000000000E+00 
0L40 35308386.624 339.78 34.123 2.282351634E-01 1.737857193E-04 1.990949767E-05 1.579393566E-01 1.260659627E-04 5.019537019E-01 0.000000000E+00 
0L41 35328657.446 339.8 34.121 2.283069427E-01 1.740814548E-04 2.002243648E-05 1.591928254E-01 1.257799723E-04 5.037850771E-01 0.000000000E+00 
0L42 35348928.082 339.8 34.121 2.278345242E-01 1.742715660E-04 1.997369102E-05 1.590937302E-01 1.255562610E-04 5.030512814E-01 0.000000000E+00 
0L43 35368919.073 339.82 34.119 2.265237971E-01 1.737271260E-04 2.015457683E-05 1.559618810E-01 1.292002331E-04 5.121441498E-01 0.000000000E+00 
0L44 35389390.664 339.82 34.119 2.274880038E-01 1.736503630E-04 1.993521922E-05 1.552017520E-01 1.284145300E-04 5.046459827E-01 0.000000000E+00 
0L45 35409290.246 339.84 34.117 2.271383272E-01 1.738337222E-04 2.004145769E-05 1.556774312E-01 1.287401393E-04 5.075804115E-01 0.000000000E+00 
0L46 35429812.667 339.85 34.116 2.272969353E-01 1.742164355E-04 2.013035068E-05 1.575553722E-01 1.277884251E-04 5.083567997E-01 0.000000000E+00 
0L47 35450131.755 339.85 34.116 2.273269307E-01 1.740208088E-04 2.008902584E-05 1.541621369E-01 1.303341252E-04 5.078164980E-01 0.000000000E+00 
0L48 35470332.754 339.85 34.116 2.280796466E-01 1.737851333E-04 2.020762995E-05 1.585731369E-01 1.274235551E-04 5.098192472E-01 0.000000000E+00 
0L49 35490513.342 339.86 34.115 2.271876426E-01 1.736209015E-04 2.001460852E-05 1.535963898E-01 1.303393569E-04 5.074115957E-01 0.000000000E+00 
0L50 35510544.16 339.86 34.115 2.272565598E-01 1.739015367E-04 2.006902498E-05 1.560505160E-01 1.285950540E-04 5.078160531E-01 0.000000000E+00 
0L51 35530496.659 339.87 34.114 2.270828059E-01 1.740599018E-04 2.020620207E-05 1.559766971E-01 1.295171352E-04 5.112127842E-01 0.000000000E+00 
0L52 35550905.942 339.88 34.113 2.287356036E-01 1.739561871E-04 2.007782661E-05 1.572796994E-01 1.276434178E-04 5.045951244E-01 0.000000000E+00 
0L53 35571236.402 339.87 34.114 2.282081659E-01 1.738277093E-04 1.998312602E-05 1.584299895E-01 1.261420317E-04 5.037478894E-01 0.000000000E+00 
0L54 35591597.674 339.88 34.113 2.273462003E-01 1.736694168E-04 2.004727813E-05 1.536893951E-01 1.304718922E-04 5.077434968E-01 0.000000000E+00 
0L55 35611547.727 339.91 34.11 2.273439824E-01 1.738939805E-04 2.010964019E-05 1.560679104E-01 1.288557810E-04 5.086701913E-01 0.000000000E+00 
0L56 35631939.09 339.89 34.112 2.274587593E-01 1.740457541E-04 2.014632880E-05 1.547816769E-01 1.301893157E-04 5.088969158E-01 0.000000000E+00 
0L57 35652250.983 339.9 34.111 2.275303965E-01 1.740003733E-04 2.006723108E-05 1.537100829E-01 1.305733466E-04 5.068714714E-01 0.000000000E+00 
0L58 35672329.789 339.91 34.11 2.286964686E-01 1.736751105E-04 2.006948547E-05 1.591524299E-01 1.261065618E-04 5.052882463E-01 0.000000000E+00 
0L59 35692720.55 339.91 34.11 2.285819316E-01 1.736454552E-04 2.003324522E-05 1.557364460E-01 1.286075687E-04 5.047147393E-01 0.000000000E+00 
0L60 35713101.177 339.91 34.11 2.272144394E-01 1.740209169E-04 2.016313571E-05 1.568175295E-01 1.285741339E-04 5.099418950E-01 0.000000000E+00 
0L61 35733152.145 339.92 34.109 2.276302401E-01 1.741849728E-04 2.009663390E-05 1.547514881E-01 1.298833956E-04 5.068537682E-01 0.000000000E+00 
0L62 35832083.0525 340.16 34.085 2.097043453E-01 1.323877640E-04 1.354402759E-05 1.422985201E-01 9.516931655E-05 4.878570137E-01 0.000000000E+00 
0L63 35857463.616 340.06 34.095 2.102983080E-01 1.327990070E-04 1.346133504E-05 1.418640959E-01 9.489736743E-05 4.820116416E-01 0.000000000E+00 
0L64 35877547.801 340.02 34.099 2.111109982E-01 1.333612886E-04 1.364204114E-05 1.427432998E-01 9.555364173E-05 4.845501281E-01 0.000000000E+00 
0L65 35897908.349 339.96 34.105 2.117042983E-01 1.342554333E-04 1.376226522E-05 1.398721166E-01 9.839007330E-05 4.842040043E-01 0.000000000E+00 
0L66 35918168.696 339.93 34.108 2.117651334E-01 1.352499170E-04 1.387191721E-05 1.437012830E-01 9.653585885E-05 4.843340755E-01 0.000000000E+00 
