T(K) Nd(cm-3) Mu(cm2/Vs)
261 1.10421E+16 5.16028E+2
268 1.07068E+18 1.96950E+2
244 1.70443E+16 5.39580E+2
307 2.39267E+18 1.50527E+2
496 3.84344E+16 1.38948E+2
437 6.88039E+16 1.69414E+2
332 2.94323E+18 1.34271E+2
432 6.92686E+18 8.97745E+1
278 4.44668E+18 1.53616E+2
385 8.23375E+17 1.40370E+2
441 8.48958E+17 1.17399E+2
439 2.65342E+16 1.80694E+2
438 1.90752E+17 1.49612E+2
253 1.54417E+18 1.95367E+2
267 1.56975E+16 4.73084E+2
486 1.43232E+17 1.30065E+2
395 6.45940E+16 2.04556E+2
266 9.42976E+18 1.50552E+2
298 1.10064E+17 2.85892E+2
265 1.37329E+16 4.89430E+2
498 5.88719E+18 7.61350E+1
395 1.19905E+18 1.27397E+2
259 6.58909E+17 2.23717E+2
405 2.27581E+16 2.14326E+2
337 1.81207E+18 1.42099E+2
338 6.74441E+17 1.69260E+2
428 1.95187E+18 1.06751E+2
283 2.76636E+18 1.60232E+2
213 5.47312E+17 2.77486E+2
420 1.10711E+16 2.06886E+2
426 7.90248E+16 1.75016E+2
359 2.23291E+17 1.95802E+2
386 1.88082E+16 2.38488E+2
408 8.79576E+18 9.39581E+1
265 2.91904E+18 1.69996E+2
327 9.79045E+17 1.63370E+2
487 1.60549E+16 1.49733E+2
452 9.88383E+18 8.19761E+1
375 2.20384E+17 1.84462E+2
291 6.32318E+18 1.41525E+2
302 1.80835E+17 2.53469E+2
239 4.91033E+18 1.77585E+2
296 9.72252E+18 1.34367E+2
448 1.71750E+17 1.46139E+2
421 1.22925E+16 2.04784E+2
265 1.89556E+16 4.68097E+2
232 9.52142E+18 1.72414E+2
203 1.62245E+16 7.02464E+2
360 1.92428E+17 2.00082E+2
432 2.55770E+16 1.87087E+2
391 2.97969E+17 1.65466E+2
293 3.04122E+16 3.71433E+2
447 5.86021E+16 1.64916E+2
460 5.47449E+17 1.18962E+2
471 1.26922E+18 1.00790E+2
433 9.18484E+18 8.70440E+1
280 4.71847E+17 2.22129E+2
312 2.90509E+16 3.36398E+2
237 1.98315E+17 3.19957E+2
286 9.22580E+18 1.39657E+2
356 4.36986E+18 1.18581E+2
352 6.08118E+16 2.50059E+2
247 1.13495E+17 3.52148E+2
440 2.50191E+16 1.81140E+2
259 3.53255E+16 4.34401E+2
304 2.08199E+18 1.55126E+2
365 1.41127E+16 2.71350E+2
414 7.83279E+17 1.29507E+2
330 4.92383E+17 1.85330E+2
347 2.79212E+16 2.81405E+2
227 5.90078E+18 1.83146E+2
280 7.39703E+18 1.45459E+2
498 2.48627E+18 8.48587E+1
416 3.89513E+18 1.00346E+2
486 4.02761E+18 8.21282E+1
202 3.37936E+16 5.92066E+2
477 1.13731E+18 1.00874E+2
426 2.76676E+16 1.91178E+2
322 2.25060E+18 1.44377E+2
294 6.39538E+17 1.98964E+2
440 4.29843E+16 1.74317E+2
220 1.29951E+16 6.59256E+2
219 4.80965E+18 1.93501E+2
498 1.72665E+18 8.92265E+1
356 3.74648E+17 1.79162E+2
425 1.73345E+18 1.09796E+2
416 4.22375E+18 9.91441E+1
483 6.00870E+17 1.09038E+2
397 1.47814E+18 1.22401E+2
335 1.00696E+17 2.48365E+2
422 2.54738E+18 1.04285E+2
455 3.60886E+16 1.65185E+2
313 2.29306E+17 2.30894E+2
314 1.30344E+18 1.62311E+2
201 5.07865E+18 2.09113E+2
495 3.63106E+17 1.12739E+2
480 9.26434E+16 1.38421E+2
306 5.19697E+18 1.36753E+2
326 2.35291E+16 3.19791E+2
209 1.82422E+18 2.28394E+2
411 2.32326E+16 2.07975E+2
482 1.67058E+18 9.37967E+1
204 3.61138E+17 3.15887E+2
201 1.53640E+18 2.43400E+2
437 4.00747E+18 9.42366E+1
386 1.30259E+18 1.28907E+2
364 2.01886E+17 1.95276E+2
262 2.60596E+18 1.74764E+2
260 8.66924E+17 2.10986E+2
218 4.47842E+16 5.07905E+2
421 3.62898E+17 1.44044E+2
279 1.05250E+16 4.63115E+2
373 6.83685E+16 2.23077E+2
318 3.39441E+16 3.19203E+2
203 4.24022E+17 3.06730E+2
263 2.80596E+17 2.66206E+2
349 2.41728E+18 1.30974E+2
388 3.07445E+18 1.12251E+2
448 1.16407E+16 1.80652E+2
395 6.62012E+16 2.03831E+2
294 1.44863E+18 1.70004E+2
215 6.67535E+18 1.91409E+2
374 1.03771E+18 1.39471E+2
490 1.60088E+17 1.26438E+2
379 3.40303E+16 2.35326E+2
423 7.62474E+16 1.77949E+2
211 9.29481E+17 2.53276E+2
384 6.14129E+16 2.15667E+2
229 2.41582E+18 2.01035E+2
241 2.81557E+17 2.88461E+2
306 9.29263E+17 1.77247E+2
332 1.03547E+17 2.50974E+2
291 1.98739E+17 2.58903E+2
392 1.28219E+16 2.36277E+2
397 1.81609E+18 1.18143E+2
232 4.41446E+16 4.75048E+2
364 1.47669E+18 1.35140E+2
296 3.27298E+18 1.49797E+2
255 2.30341E+16 4.80337E+2
365 5.71017E+18 1.11563E+2
400 1.75683E+17 1.74351E+2
393 4.21620E+18 1.06322E+2
490 3.92938E+17 1.13410E+2
355 4.87914E+17 1.70673E+2
275 4.13472E+17 2.33009E+2
290 7.03527E+16 3.24004E+2
236 1.05174E+18 2.23085E+2
242 8.19471E+16 3.89734E+2
325 1.39096E+17 2.43816E+2
223 1.38719E+18 2.23691E+2
394 7.16212E+16 2.02351E+2
383 7.17675E+17 1.44640E+2
257 6.49476E+16 3.84770E+2
434 1.13117E+16 1.93496E+2
453 1.89114E+16 1.72587E+2
466 4.37846E+18 8.59286E+1
321 3.45628E+16 3.14612E+2
271 4.78759E+16 3.83786E+2
272 5.13591E+17 2.24506E+2
341 6.12421E+16 2.62884E+2
256 2.50830E+16 4.69070E+2
310 3.83180E+18 1.39649E+2
235 3.35834E+17 2.83934E+2
275 6.74441E+18 1.49057E+2
207 2.04242E+17 3.57865E+2
289 4.29944E+17 2.19619E+2
373 1.51693E+17 1.98603E+2
326 7.68739E+17 1.72032E+2
301 1.36409E+18 1.67740E+2
363 6.19308E+18 1.11304E+2
258 6.32780E+17 2.25994E+2
325 1.44954E+17 2.41950E+2
404 1.71757E+18 1.16944E+2
281 6.80911E+18 1.45928E+2
263 1.58154E+17 3.04863E+2
494 2.41730E+18 8.59975E+1
335 2.85509E+16 2.99715E+2
375 1.00417E+17 2.09612E+2
287 2.12612E+18 1.63887E+2
267 1.51849E+17 3.02279E+2
259 3.54710E+18 1.69833E+2
478 4.06673E+17 1.17179E+2
459 1.49125E+16 1.70008E+2
440 2.51518E+17 1.43097E+2
343 1.09541E+17 2.37067E+2
349 3.68252E+18 1.23562E+2
500 1.22305E+17 1.25588E+2
232 2.25741E+16 5.50910E+2
281 3.26915E+18 1.57987E+2
425 7.13664E+18 9.12006E+1
