T(K) Nd(cm-3) Mu(cm2/Vs)
286 6.17280E+17 3.82911E+2
356 5.03695E+16 7.02852E+2
315 1.33599E+16 1.04956E+3
202 1.25845E+16 2.02807E+3
409 8.35019E+16 5.22325E+2
342 3.61531E+16 7.92767E+2
204 3.80174E+16 1.38562E+3
480 2.65413E+17 3.31507E+2
438 2.00953E+17 3.96636E+2
235 1.12569E+18 3.34536E+2
249 1.92235E+17 6.50398E+2
377 4.69117E+16 6.52146E+2
491 3.58344E+16 4.18545E+2
475 5.48249E+16 4.28593E+2
293 6.63978E+17 3.68478E+2
352 9.24454E+18 1.46155E+2
254 2.35650E+17 5.93036E+2
461 9.68481E+16 4.21296E+2
256 7.27723E+17 3.77645E+2
321 2.30179E+18 2.26902E+2
349 3.87191E+17 4.09577E+2
476 2.41179E+17 3.41617E+2
335 3.57182E+18 1.93849E+2
362 7.14956E+17 3.21483E+2
338 2.57224E+18 2.13512E+2
411 7.00039E+18 1.43522E+2
263 1.30329E+18 3.01833E+2
307 1.18678E+18 2.90928E+2
268 7.21470E+17 3.71244E+2
382 2.57438E+16 6.90378E+2
299 4.11556E+16 9.37708E+2
327 4.74612E+16 8.04132E+2
367 2.39516E+16 7.46850E+2
237 5.15912E+16 1.11402E+3
370 8.43003E+17 2.99400E+2
420 2.56217E+18 1.90459E+2
380 4.53818E+16 6.47402E+2
360 1.40534E+18 2.53555E+2
354 7.64171E+16 6.51930E+2
280 7.47806E+16 8.52358E+2
346 4.01566E+17 4.07223E+2
470 5.37190E+16 4.38629E+2
306 4.14497E+16 9.06776E+2
469 9.46113E+16 4.11200E+2
424 3.50085E+17 3.58547E+2
310 4.27902E+16 8.85617E+2
328 1.20858E+16 9.87106E+2
378 1.13593E+17 5.46711E+2
360 3.82648E+17 4.02460E+2
431 2.56788E+18 1.87474E+2
385 5.83774E+18 1.56502E+2
486 5.13779E+16 4.13889E+2
399 1.45012E+16 6.70049E+2
373 8.42165E+17 2.98082E+2
360 3.92607E+17 3.98771E+2
208 2.03814E+17 6.85938E+2
337 6.35316E+18 1.64323E+2
233 8.81717E+18 1.87464E+2
361 1.03171E+16 8.35505E+2
338 1.52494E+18 2.54381E+2
324 1.10520E+18 2.91065E+2
237 2.70926E+17 5.77389E+2
360 1.87154E+16 7.96319E+2
491 3.27824E+17 3.07192E+2
401 3.55351E+18 1.76648E+2
391 3.36449E+17 3.92397E+2
387 7.56732E+16 5.76500E+2
229 8.16127E+17 3.79735E+2
290 2.69900E+17 5.25191E+2
242 1.61429E+16 1.52863E+3
362 1.79944E+16 7.90871E+2
292 4.56320E+18 1.94101E+2
325 5.30199E+17 3.81731E+2
222 4.48221E+16 1.22847E+3
470 3.73521E+16 4.53482E+2
310 4.73612E+18 1.85954E+2
221 1.21386E+18 3.36598E+2
389 1.85751E+16 6.89324E+2
284 5.99221E+18 1.83397E+2
223 1.38614E+18 3.19939E+2
494 4.44400E+17 2.83695E+2
461 2.73094E+17 3.47207E+2
226 6.40504E+17 4.18084E+2
283 6.70837E+18 1.78514E+2
224 1.23841E+18 3.31774E+2
244 8.13220E+18 1.86041E+2
280 9.62826E+18 1.64940E+2
253 1.24288E+17 7.66946E+2
456 7.61044E+16 4.43897E+2
456 8.53610E+17 2.56753E+2
438 4.07227E+18 1.61235E+2
207 4.01287E+16 1.34808E+3
352 4.91339E+18 1.72174E+2
342 1.03560E+17 6.30856E+2
499 5.47894E+17 2.65899E+2
209 4.90132E+18 2.31008E+2
481 1.08616E+17 3.86837E+2
484 2.69981E+17 3.26160E+2
410 1.37551E+18 2.37284E+2
405 2.76881E+17 4.01610E+2
356 1.17450E+18 2.71674E+2
301 2.33682E+17 5.42469E+2
243 2.77261E+18 2.46315E+2
287 2.86498E+17 5.16338E+2
415 3.83782E+16 5.70215E+2
452 6.15384E+17 2.85887E+2
428 3.08344E+16 5.50891E+2
471 1.95086E+17 3.61972E+2
342 1.53808E+17 5.64729E+2
220 9.31366E+17 3.69453E+2
419 6.96084E+17 2.93764E+2
355 3.88605E+18 1.83516E+2
338 4.71669E+16 7.69680E+2
403 5.33868E+18 1.56334E+2
310 3.24427E+17 4.71567E+2
375 8.27176E+18 1.44815E+2
228 3.82389E+16 1.27268E+3
288 2.19612E+18 2.42677E+2
295 6.97799E+17 3.60414E+2
460 1.82653E+18 2.00317E+2
320 8.69996E+17 3.19443E+2
426 1.41757E+16 5.90037E+2
367 4.16583E+16 6.94118E+2
371 1.70015E+18 2.33766E+2
401 1.54788E+16 6.61796E+2
393 7.08071E+17 3.05876E+2
263 2.10616E+16 1.28884E+3
439 8.70186E+16 4.64698E+2
478 2.07249E+17 3.50523E+2
257 2.89699E+18 2.35966E+2
257 4.05240E+18 2.14823E+2
299 3.83020E+17 4.51621E+2
269 1.40615E+18 2.90992E+2
325 1.02234E+17 6.69863E+2
388 8.78050E+18 1.40096E+2
415 4.94426E+17 3.29949E+2
428 7.10623E+16 4.97814E+2
392 7.35737E+17 3.02461E+2
241 2.87409E+16 1.32184E+3
397 1.23272E+18 2.51350E+2
423 4.12384E+17 3.42322E+2
283 6.29935E+18 1.81235E+2
466 9.16366E+17 2.46326E+2
414 3.25625E+18 1.78125E+2
249 3.28725E+17 5.22324E+2
486 4.94395E+18 1.42708E+2
342 1.43996E+18 2.57862E+2
303 8.74433E+17 3.27219E+2
291 3.80643E+17 4.58861E+2
482 9.43239E+17 2.37217E+2
385 1.11321E+16 7.32827E+2
265 4.09807E+16 1.07965E+3
231 1.05016E+16 1.79394E+3
465 5.06781E+17 2.93849E+2
398 3.22829E+16 6.24856E+2
463 5.12693E+16 4.52422E+2
292 4.74461E+16 9.30957E+2
458 2.39822E+17 3.59958E+2
472 1.21942E+17 3.91243E+2
408 5.65973E+18 1.52778E+2
336 4.20627E+16 7.94067E+2
427 2.54036E+17 3.87742E+2
420 8.70983E+18 1.34041E+2
238 4.65105E+16 1.14870E+3
395 9.79328E+17 2.72872E+2
476 1.82296E+17 3.60575E+2
360 1.00948E+17 5.97364E+2
299 3.52345E+18 2.06077E+2
254 8.83179E+18 1.77923E+2
254 2.27958E+18 2.55534E+2
347 2.09668E+17 5.06468E+2
208 1.25269E+18 3.43735E+2
474 7.61784E+16 4.14934E+2
236 3.77433E+16 1.24382E+3
236 3.71860E+18 2.30558E+2
419 5.96610E+18 1.48175E+2
359 6.07864E+17 3.42664E+2
414 3.14315E+17 3.78410E+2
404 5.97782E+17 3.17663E+2
280 4.04585E+17 4.56714E+2
366 6.12490E+18 1.58706E+2
275 2.06058E+17 6.00898E+2
300 1.63740E+16 1.10730E+3
378 5.00091E+17 3.54070E+2
263 8.32861E+17 3.54558E+2
370 2.75243E+18 1.99692E+2
256 3.11509E+16 1.21033E+3
492 2.73572E+18 1.68595E+2
224 1.09262E+18 3.46145E+2
381 6.26629E+16 6.11526E+2
223 6.85891E+16 1.04225E+3
322 2.33949E+16 9.37179E+2
375 8.70068E+18 1.43126E+2
283 6.25622E+17 3.83279E+2
268 3.45682E+17 4.95578E+2
325 6.00192E+16 7.71517E+2
276 4.71783E+18 1.98067E+2
393 1.00474E+18 2.71501E+2
401 4.18499E+18 1.68068E+2
238 8.75951E+16 9.12163E+2
