Ew Nt
4.5139264E-1 7.5631491E+13
4.4864624E-1 -2.4654348E+13
4.4589983E-1 -6.4526332E+13
4.4315341E-1 -3.9598389E+13
4.4040700E-1 2.5940866E+13
4.3766059E-1 1.0194854E+14
4.3491418E-1 1.6375652E+14
4.3216777E-1 1.9581193E+14
4.2942135E-1 1.9495147E+14
4.2667495E-1 1.7261240E+14
4.2392853E-1 1.5011401E+14
4.2118212E-1 1.4668194E+14
4.1843572E-1 1.6849719E+14
4.1568930E-1 2.0728210E+14
4.1294289E-1 2.4838718E+14
4.1019648E-1 2.8084995E+14
4.0745007E-1 3.0219172E+14
4.0470366E-1 3.1647487E+14
4.0195725E-1 3.2915653E+14
3.9921084E-1 3.4318466E+14
3.9646443E-1 3.5839459E+14
3.9371802E-1 3.7330789E+14
3.9097161E-1 3.8711732E+14
3.8822519E-1 4.0029401E+14
3.8547878E-1 4.1377856E+14
3.8273237E-1 4.2779490E+14
3.7998596E-1 4.4138543E+14
3.7723955E-1 4.5305724E+14
3.7449314E-1 4.6205193E+14
3.7174673E-1 4.6919714E+14
3.6900032E-1 4.7649202E+14
3.6625391E-1 4.8554993E+14
3.6350750E-1 4.9608373E+14
3.6076109E-1 5.0573897E+14
3.5801468E-1 5.1148539E+14
3.5526827E-1 5.1145468E+14
3.5252186E-1 5.0581215E+14
3.4977545E-1 4.9617530E+14
3.4702903E-1 4.8431061E+14
3.4428262E-1 4.7126331E+14
3.4153621E-1 4.5744437E+14
3.3878980E-1 4.4325171E+14
3.3604339E-1 4.2946482E+14
3.3329698E-1 4.1709712E+14
3.3055057E-1 4.0701129E+14
3.2780416E-1 3.9976241E+14
3.2505775E-1 3.9580448E+14
3.2231134E-1 3.9578643E+14
3.1956493E-1 4.0059187E+14
3.1681852E-1 4.1110109E+14
3.1407211E-1 4.2799369E+14
3.1132569E-1 4.5189436E+14
3.0857928E-1 4.8376137E+14
3.0583287E-1 5.2508159E+14
3.0308646E-1 5.7749979E+14
3.0034005E-1 6.4189640E+14
2.9759364E-1 7.1721666E+14
2.9484723E-1 7.9921878E+14
2.9210082E-1 8.7889728E+14
2.8935441E-1 9.4036915E+14
2.8660800E-1 9.5931274E+14
2.8386159E-1 9.0521940E+14
2.8111518E-1 7.5103139E+14
2.7836877E-1 4.8910335E+14
2.7562236E-1 3.2837240E+14
