N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 7.717555000E-03 7.101537000E-03 6.572607000E-03 6.126742000E-03
1.016672606E+01 5.327847000E-03 4.890384000E-03 4.520523000E-03 4.211575000E-03
1.033324570E+01 3.663385000E-03 3.355827000E-03 3.099330000E-03 2.886967000E-03
1.049996187E+01 2.511857000E-03 2.297462000E-03 2.120811000E-03 1.975959000E-03
1.066670514E+01 1.719003000E-03 1.570641000E-03 1.449837000E-03 1.351964000E-03
1.083333839E+01 1.175065000E-03 1.073064000E-03 9.911240000E-04 9.258280000E-04
1.100000000E+01 8.028540000E-04 7.332910000E-04 6.783620000E-04 6.356320000E-04
1.116672606E+01 5.487880000E-04 5.018380000E-04 4.657330000E-04 4.386750000E-04
1.133324570E+01 3.757530000E-04 3.446330000E-04 3.216160000E-04 3.053930000E-04
1.149996187E+01 2.582650000E-04 2.382260000E-04 2.243060000E-04 2.153570000E-04
1.166670514E+01 1.787940000E-04 1.664720000E-04 1.586510000E-04 1.543220000E-04
1.183333839E+01 1.252200000E-04 1.181540000E-04 1.141880000E-04 1.124620000E-04
1.200000000E+01 8.917800000E-05 8.544300000E-05 8.367900000E-05 8.316500000E-05
1.216672606E+01 6.484300000E-05 6.302700000E-05 6.231100000E-05 6.225500000E-05
1.233324570E+01 4.820100000E-05 4.736500000E-05 4.710700000E-05 4.717300000E-05
1.249996187E+01 3.662200000E-05 3.625200000E-05 3.619300000E-05 3.631300000E-05
1.266670514E+01 2.843600000E-05 2.831300000E-05 2.836500000E-05 2.852500000E-05
1.283333839E+01 2.258200000E-05 2.260300000E-05 2.273400000E-05 2.292200000E-05
1.300000000E+01 1.836300000E-05 1.847600000E-05 1.864200000E-05 1.882900000E-05
