N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 2.464586000E-03 2.046100000E-03 1.749712000E-03 1.528933000E-03
1.016672606E+01 1.734486000E-03 1.432673000E-03 1.220165000E-03 1.062542000E-03
1.033324570E+01 1.208122000E-03 9.938710000E-04 8.435870000E-04 7.323980000E-04
1.049996187E+01 8.350460000E-04 6.846060000E-04 5.792970000E-04 5.014690000E-04
1.066670514E+01 5.738130000E-04 4.689280000E-04 3.955530000E-04 3.413190000E-04
1.083333839E+01 3.924640000E-04 3.196470000E-04 2.686780000E-04 2.309670000E-04
1.100000000E+01 2.673430000E-04 2.168940000E-04 1.815320000E-04 1.553330000E-04
1.116672606E+01 1.814070000E-04 1.464780000E-04 1.219550000E-04 1.037720000E-04
1.133324570E+01 1.226060000E-04 9.842800000E-05 8.144200000E-05 6.886700000E-05
1.149996187E+01 8.252400000E-05 6.581100000E-05 5.409900000E-05 4.548200000E-05
1.166670514E+01 5.533600000E-05 4.384100000E-05 3.585600000E-05 3.006700000E-05
1.183333839E+01 3.703200000E-05 2.922200000E-05 2.390200000E-05 2.014500000E-05
1.200000000E+01 2.485600000E-05 1.968000000E-05 1.626700000E-05 1.395000000E-05
1.216672606E+01 1.690700000E-05 1.361000000E-05 1.154000000E-05 1.020100000E-05
1.233324570E+01 1.184900000E-05 9.866000000E-06 8.693000000E-06 7.974000000E-06
1.249996187E+01 8.721000000E-06 7.612000000E-06 6.996000000E-06 6.634000000E-06
1.266670514E+01 6.828000000E-06 6.257000000E-06 5.956000000E-06 5.780000000E-06
1.283333839E+01 5.679000000E-06 5.409000000E-06 5.271000000E-06 5.185000000E-06
1.300000000E+01 4.949000000E-06 4.834000000E-06 4.772000000E-06 4.728000000E-06
