N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 3.733537600E-02 3.768072600E-02 3.817126200E-02 3.880097700E-02
1.016672606E+01 2.736785500E-02 2.742316900E-02 2.765259000E-02 2.802106500E-02
1.033324570E+01 1.990880500E-02 1.977634500E-02 1.982564400E-02 2.000562500E-02
1.049996187E+01 1.437594300E-02 1.414545400E-02 1.408779700E-02 1.414609500E-02
1.066670514E+01 1.029975000E-02 1.003845100E-02 9.929742000E-03 9.918407000E-03
1.083333839E+01 7.320208000E-03 7.070643000E-03 6.947641000E-03 6.902428000E-03
1.100000000E+01 5.163639000E-03 4.947314000E-03 4.830668000E-03 4.773541000E-03
1.116672606E+01 3.620112000E-03 3.443868000E-03 3.342959000E-03 3.286130000E-03
1.133324570E+01 2.527846000E-03 2.390174000E-03 2.307798000E-03 2.257389000E-03
1.149996187E+01 1.763036000E-03 1.658832000E-03 1.594503000E-03 1.553168000E-03
1.166670514E+01 1.232611000E-03 1.155913000E-03 1.107776000E-03 1.076162000E-03
1.183333839E+01 8.679110000E-04 8.131500000E-04 7.788220000E-04 7.563320000E-04
1.200000000E+01 6.190970000E-04 5.814670000E-04 5.583450000E-04 5.435650000E-04
1.216672606E+01 4.504150000E-04 4.257440000E-04 4.112030000E-04 4.023080000E-04
1.233324570E+01 3.363930000E-04 3.210920000E-04 3.126310000E-04 3.077770000E-04
1.249996187E+01 2.589720000E-04 2.500440000E-04 2.455370000E-04 2.431660000E-04
1.266670514E+01 2.055720000E-04 2.006530000E-04 1.984880000E-04 1.974900000E-04
1.283333839E+01 1.675940000E-04 1.650170000E-04 1.641220000E-04 1.638140000E-04
1.300000000E+01 1.394420000E-04 1.381280000E-04 1.378620000E-04 1.378560000E-04
