fname time Tem kT_1 n Rs Io Rsh Iph Voc Isc FF Pm Vm Im rmsre 
00L1 35958 304.89 38.027 1.167458853E+00 6.967153924E-01 3.035188948E-09 6.385720300E+02 1.744446416E-04 1.152108860E-01 1.490841584E-04 3.446137058E-01 5.919125669E-06 5.941253767E-02 7.684706827E-05 3.618709601E-01 
00L2 36076 304.87 38.03 1.158744948E+00 7.216910142E-01 2.731246838E-09 6.411485948E+02 1.691300088E-04 1.139121592E-01 1.488549505E-04 4.197394163E-01 7.117264743E-06 6.205260134E-02 7.394708902E-05 5.761068964E-01 
00L3 36166 304.9 38.026 1.150362165E+00 7.298779871E-01 2.467027932E-09 6.290931849E+02 1.763082894E-04 1.149918915E-01 1.498160622E-04 3.476759325E-01 5.989633147E-06 5.954042006E-02 7.643730911E-05 3.636406743E-01 
00L4 36254 304.91 38.025 1.153801850E+00 7.298318058E-01 2.590210059E-09 6.293450634E+02 1.762331079E-04 1.152104038E-01 1.492542289E-04 3.438453474E-01 5.912640803E-06 5.938873878E-02 7.694757559E-05 4.063537132E-01 
00L5 36344 304.92 38.024 1.147093000E+00 7.415821463E-01 2.383072574E-09 6.291987146E+02 1.762980470E-04 1.151061169E-01 1.492000000E-04 3.452489586E-01 5.929247834E-06 5.942426705E-02 7.689633439E-05 4.096292865E-01 
00L6 36430 304.95 38.02 1.142330568E+00 7.579085105E-01 2.252308997E-09 6.206028572E+02 1.777698520E-04 1.147279690E-01 1.489000000E-04 3.524436459E-01 6.020792892E-06 5.953426361E-02 7.625222416E-05 3.892047875E-01 
00L7 36518 304.96 38.019 1.142899882E+00 7.558028867E-01 2.279079326E-09 6.204374517E+02 1.777121058E-04 1.149684231E-01 1.492860697E-04 3.368085854E-01 5.780707729E-06 5.919445038E-02 7.693681032E-05 4.222728648E-01 
00L8 36606 304.98 38.016 1.149530360E+00 7.251136583E-01 2.473881955E-09 6.275678946E+02 1.766910234E-04 1.150519117E-01 1.494701493E-04 3.500502395E-01 6.019753207E-06 5.947932029E-02 7.678430077E-05 4.122411218E-01 
00L9 36696 304.98 38.016 1.145088404E+00 7.393074001E-01 2.340693247E-09 6.218029752E+02 1.781232402E-04 1.152367401E-01 1.488673267E-04 3.572924123E-01 6.129346131E-06 5.965165458E-02 7.666593163E-05 4.543010424E-01 
0L10 36786 304.98 38.016 1.146671266E+00 7.330626162E-01 2.380590084E-09 6.219874193E+02 1.775559290E-04 1.151005768E-01 1.491680000E-04 3.419118330E-01 5.870394643E-06 5.932340331E-02 7.687856436E-05 4.319988911E-01 
