Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.019029252E+00 1.008884255E+00 1.014499700E-02 1.017082780E+00 1.007611434E+00 9.471346000E-03 1.946472000E-03 1.272821000E-03
1.468000E+10 1.018941500E+00 1.008886409E+00 1.005509100E-02 1.017571799E+00 1.007971692E+00 9.600107000E-03 1.369701000E-03 9.147170000E-04
2.154000E+10 1.018815025E+00 1.008889679E+00 9.925346000E-03 1.017862444E+00 1.008241660E+00 9.620784000E-03 9.525810000E-04 6.480190000E-04
3.162000E+10 1.018634275E+00 1.008894707E+00 9.739568000E-03 1.017977938E+00 1.008440219E+00 9.537719000E-03 6.563370000E-04 4.544880000E-04
4.642000E+10 1.018379140E+00 1.008902568E+00 9.476572000E-03 1.017930445E+00 1.008585880E+00 9.344565000E-03 4.486950000E-04 3.166880000E-04
6.813000E+10 1.018025460E+00 1.008915107E+00 9.110353000E-03 1.017720890E+00 1.008695211E+00 9.025679000E-03 3.045700000E-04 2.198960000E-04
1.000000E+11 1.017547918E+00 1.008935557E+00 8.612361000E-03 1.017342610E+00 1.008782993E+00 8.559617000E-03 2.053080000E-04 1.525640000E-04
1.468000E+11 1.016927401E+00 1.008969658E+00 7.957743000E-03 1.016789961E+00 1.008863605E+00 7.926356000E-03 1.374400000E-04 1.060530000E-04
2.154000E+11 1.016164995E+00 1.009027590E+00 7.137405000E-03 1.016073567E+00 1.008953491E+00 7.120076000E-03 9.142800000E-05 7.409900000E-05
3.162000E+11 1.015302503E+00 1.009127072E+00 6.175431000E-03 1.015241906E+00 1.009074825E+00 6.167081000E-03 6.059700000E-05 5.224700000E-05
4.642000E+11 1.014442521E+00 1.009297745E+00 5.144776000E-03 1.014402231E+00 1.009260366E+00 5.141865000E-03 4.029000000E-05 3.737900000E-05
6.813000E+11 1.013751270E+00 1.021729947E+00 -7.978677000E-03 1.013724040E+00 1.021754566E+00 -8.030526000E-03 2.723000000E-05 -2.461900000E-05
1.000000E+12 1.013425563E+00 1.045705341E+00 -3.227977800E-02 1.013406491E+00 1.045706255E+00 -3.229976400E-02 1.907200000E-05 -9.140000001E-07
1.468000E+12 1.013627997E+00 1.069094344E+00 -5.546634700E-02 1.013613880E+00 1.069079407E+00 -5.546552700E-02 1.411700000E-05 1.493700000E-05
2.154000E+12 1.014433062E+00 1.089377139E+00 -7.494407700E-02 1.014421913E+00 1.089353080E+00 -7.493116700E-02 1.114900000E-05 2.405900000E-05
3.162000E+12 1.015828363E+00 1.105189802E+00 -8.936143900E-02 1.015819021E+00 1.105161994E+00 -8.934297300E-02 9.342000000E-06 2.780800000E-05
4.642000E+12 1.017765385E+00 1.116699535E+00 -9.893415000E-02 1.017757204E+00 1.116671628E+00 -9.891442400E-02 8.181000000E-06 2.790700000E-05
6.813000E+12 1.020213642E+00 1.124951981E+00 -1.047383390E-01 1.020206275E+00 1.124925943E+00 -1.047196680E-01 7.367000000E-06 2.603800000E-05
1.000000E+13 1.023185680E+00 1.131026503E+00 -1.078408230E-01 1.023178934E+00 1.131003105E+00 -1.078241710E-01 6.746000000E-06 2.339800000E-05
