N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -2.731848700E-02 -2.618848600E-02 -2.618962100E-02 -2.769169400E-02
1.600000000E+01 3.045831100E-02 3.041008800E-02 3.001417700E-02 2.980226500E-02
1.700000000E+01 6.524348800E-02 6.513498900E-02 6.406271400E-02 6.458652800E-02
1.549996187E+01 2.043507800E-02 1.966811300E-02 2.046368600E-02 2.070417300E-02
1.649996187E+01 4.965852000E-02 5.057446000E-02 5.067681900E-02 5.083215000E-02
1.674996808E+01 5.997479500E-02 5.883849100E-02 5.953172300E-02 5.979928400E-02
1.624993176E+01 3.899113800E-02 3.920413600E-02 3.935883900E-02 3.942668100E-02
1.574996808E+01 2.579881600E-02 2.545586000E-02 2.520424700E-02 2.576247800E-02
1.524993176E+01 6.136981000E-03 6.436910000E-03 6.821979000E-03 6.861712000E-03
