N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 -1.564187970E-01 -1.456037190E-01 -1.356524870E-01 -1.260795030E-01
1.016672606E+01 -1.580959800E-01 -1.472327150E-01 -1.372529550E-01 -1.276713940E-01
1.033324570E+01 -1.593178190E-01 -1.484916410E-01 -1.385769040E-01 -1.290900550E-01
1.049996187E+01 -1.602791990E-01 -1.495725660E-01 -1.398192890E-01 -1.305374140E-01
1.066670514E+01 -1.611308200E-01 -1.506359030E-01 -1.411553220E-01 -1.322071330E-01
1.083333839E+01 -1.619994770E-01 -1.518294200E-01 -1.427580070E-01 -1.342991800E-01
1.100000000E+01 -1.630045600E-01 -1.533028500E-01 -1.448091690E-01 -1.370248670E-01
1.116672606E+01 -1.642695550E-01 -1.552155600E-01 -1.474992500E-01 -1.405941750E-01
1.133324570E+01 -1.659271700E-01 -1.577323920E-01 -1.510079160E-01 -1.451752460E-01
1.149996187E+01 -1.681136810E-01 -1.610006140E-01 -1.554565430E-01 -1.508198100E-01
1.166670514E+01 -1.709463770E-01 -1.651005860E-01 -1.608311390E-01 -1.573684110E-01
1.183333839E+01 -1.744779600E-01 -1.699727340E-01 -1.668994730E-01 -1.643893270E-01
1.200000000E+01 -1.786318160E-01 -1.753491140E-01 -1.712597220E-01 -1.611100710E-01
1.216672606E+01 -1.601026700E-01 -1.479007280E-01 -1.374773600E-01 -1.302909470E-01
1.233324570E+01 -1.273859000E-01 -1.173887020E-01 -1.104292480E-01 -1.065690820E-01
1.249996187E+01 -9.977493100E-02 -9.365559400E-02 -9.007170300E-02 -8.861523400E-02
1.266670514E+01 -7.867158100E-02 -7.607645100E-02 -7.471663300E-02 -7.454189400E-02
1.283333839E+01 -6.325494700E-02 -6.289122600E-02 -6.264086200E-02 -6.301456500E-02
1.300000000E+01 -5.184185300E-02 -5.256569000E-02 -5.276940100E-02 -5.335578300E-02
