T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.306948245E+00 1.228658162E+00 7.829008300E-02 1.261208672E+00 1.218024923E+00 4.318374900E-02 4.573957300E-02 1.063323900E-02
295 1.307155211E+00 1.231541323E+00 7.561388800E-02 1.264091497E+00 1.218936645E+00 4.515485200E-02 4.306371400E-02 1.260467800E-02
300 1.308377106E+00 1.232822237E+00 7.555486900E-02 1.266457169E+00 1.209890123E+00 5.656704600E-02 4.191993700E-02 2.293211400E-02
305 1.310698231E+00 1.233238116E+00 7.746011500E-02 1.268042243E+00 1.214998519E+00 5.304372400E-02 4.265598800E-02 1.823959700E-02
310 1.313625656E+00 1.233322455E+00 8.030320100E-02 1.268187780E+00 1.211123446E+00 5.706433400E-02 4.543787600E-02 2.219900900E-02
315 1.317247347E+00 1.232537563E+00 8.470978400E-02 1.266911571E+00 1.205771867E+00 6.113970400E-02 5.033577600E-02 2.676569600E-02
320 1.321211050E+00 1.229371974E+00 9.183907600E-02 1.263848336E+00 1.197962470E+00 6.588586600E-02 5.736271400E-02 3.140950400E-02
325 1.325112229E+00 1.226092557E+00 9.901967200E-02 1.258669914E+00 1.189435814E+00 6.923410000E-02 6.644231500E-02 3.665674300E-02
330 1.328947586E+00 1.221788940E+00 1.071586460E-01 1.251643554E+00 1.179862021E+00 7.178153300E-02 7.730403200E-02 4.192691900E-02
335 1.331956397E+00 1.214375839E+00 1.175805580E-01 1.242320640E+00 1.168137609E+00 7.418303100E-02 8.963575700E-02 4.623823000E-02
340 1.333977661E+00 1.207603310E+00 1.263743510E-01 1.231171953E+00 1.151907545E+00 7.926440800E-02 1.028057080E-01 5.569576500E-02
