T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.307242962E+00 1.230081930E+00 7.716103200E-02 1.267480921E+00 1.222468262E+00 4.501265900E-02 3.976204100E-02 7.613668000E-03
295 1.307420916E+00 1.233004001E+00 7.441691500E-02 1.270796343E+00 1.224119254E+00 4.667708900E-02 3.662457300E-02 8.884747000E-03
300 1.308615897E+00 1.234410304E+00 7.420559300E-02 1.273801341E+00 1.218262908E+00 5.553843300E-02 3.481455600E-02 1.614739600E-02
305 1.310913925E+00 1.236337432E+00 7.457649300E-02 1.276550653E+00 1.223586898E+00 5.296375500E-02 3.436327200E-02 1.275053400E-02
310 1.313824022E+00 1.235277477E+00 7.854654500E-02 1.278287321E+00 1.219886910E+00 5.840041100E-02 3.553670100E-02 1.539056700E-02
315 1.317435500E+00 1.237777148E+00 7.965835200E-02 1.279019687E+00 1.218738204E+00 6.028148300E-02 3.841581300E-02 1.903894400E-02
320 1.321397179E+00 1.231834752E+00 8.956242700E-02 1.278316103E+00 1.209749063E+00 6.856704000E-02 4.308107600E-02 2.208568900E-02
325 1.325305637E+00 1.235501185E+00 8.980445200E-02 1.275838702E+00 1.208324251E+00 6.751445100E-02 4.946693500E-02 2.717693400E-02
330 1.329158540E+00 1.224646093E+00 1.045124470E-01 1.271576670E+00 1.194472624E+00 7.710404600E-02 5.758187000E-02 3.017346900E-02
335 1.332196158E+00 1.230993463E+00 1.012026950E-01 1.265113940E+00 1.194129381E+00 7.098455900E-02 6.708221800E-02 3.686408200E-02
340 1.334259235E+00 1.210805978E+00 1.234532570E-01 1.256555769E+00 1.171224618E+00 8.533115100E-02 7.770346600E-02 3.958136000E-02
