X Y Xfit Yfit
1.0838000E+1 1.9068100E+2 1.1607076E+1 1.8805037E+2
1.2173900E+1 2.1163500E+2 1.2571631E+1 2.0918898E+2
1.3729500E+1 2.3474200E+2 1.3729500E+1 2.3264587E+2
1.5343500E+1 2.6048700E+2 1.5110519E+1 2.5865932E+2
1.7188100E+1 2.8899100E+2 1.6745374E+1 2.8748915E+2
1.9253600E+1 3.2053300E+2 1.8663979E+1 3.1941882E+2
2.1557500E+1 3.5549900E+2 2.0893298E+1 3.5475845E+2
2.4036100E+1 3.9419500E+2 2.3454681E+1 3.9384877E+2
2.6852100E+1 4.3697000E+2 2.6360957E+1 4.3706662E+2
2.9872800E+1 4.8443100E+2 2.9613640E+1 4.8483209E+2
3.3200800E+1 5.3704400E+2 3.3200800E+1 5.3761745E+2
3.6768700E+1 5.9521400E+2 3.7096180E+1 5.9595770E+2
4.0660700E+1 6.5963700E+2 4.1260034E+1 6.6046233E+2
4.4675800E+1 7.3131900E+2 4.5641919E+1 7.3182762E+2
4.9112700E+1 8.1028300E+2 5.0185260E+1 8.1084870E+2
5.3671000E+1 8.9799200E+2 5.4833100E+1 8.9843060E+2
5.8307700E+1 9.9567700E+2 5.9534188E+1 9.9559849E+2
6.3259200E+1 1.1039300E+3 6.4248514E+1 1.1035071E+3
6.7842500E+1 1.2239900E+3 6.8951590E+1 1.2234496E+3
7.2552100E+1 1.3570400E+3 7.3637197E+1 1.3568683E+3
7.8318600E+1 1.5055800E+3 7.8318600E+1 1.5053654E+3
8.2824800E+1 1.6711800E+3 8.3028722E+1 1.6707180E+3
8.7957000E+1 1.8552700E+3 8.7819659E+1 1.8548945E+3
9.3388500E+1 2.0600500E+3 9.2762244E+1 2.0600757E+3
9.8270400E+1 2.2880500E+3 9.7946003E+1 2.2886782E+3
1.0377400E+2 2.5429900E+3 1.0347993E+2 2.5433817E+3
1.1076800E+2 2.8271600E+3 1.0949436E+2 2.8271600E+3
1.1782900E+2 3.1414800E+3 1.1614402E+2 3.1433159E+3
1.2210000E+2 3.4916500E+3 1.2361263E+2 3.4955195E+3
1.3332700E+2 3.8851700E+3 1.3211900E+2 3.8878507E+3
1.4201900E+2 4.3200000E+3 1.4192507E+2 4.3248473E+3
1.5334600E+2 4.8118900E+3 1.5334600E+2 4.8115573E+3
1.6136900E+2 5.3483700E+3 1.6676287E+2 5.3535962E+3
1.8427200E+2 5.9491000E+3 1.8263845E+2 5.9572126E+3
1.9646000E+2 6.6212500E+3 2.0153666E+2 6.6293587E+3
2.2501300E+2 7.3723900E+3 2.2414668E+2 7.3777692E+3
2.4191700E+2 8.2012700E+3 2.5131265E+2 8.2110488E+3
2.8521200E+2 9.1269600E+3 2.8407034E+2 9.1387677E+3
3.1378100E+2 1.0182400E+4 3.2369246E+2 1.0171568E+4
3.6466300E+2 1.1307000E+4 3.7174457E+2 1.1321284E+4
4.1397000E+2 1.2589800E+4 4.3015401E+2 1.2601064E+4
5.0470900E+2 1.4025800E+4 5.0129505E+2 1.4025517E+4
5.7832600E+2 1.5587700E+4 5.8809419E+2 1.5610866E+4
7.0702000E+2 1.7306800E+4 6.9415949E+2 1.7375109E+4
7.9081300E+2 1.9315300E+4 8.2394083E+2 1.9338208E+4
9.8618300E+2 2.1477000E+4 9.8292643E+2 2.1522274E+4
1.1250400E+3 2.3911500E+4 1.1778857E+3 2.3951772E+4
1.3886500E+3 2.6606900E+4 1.4171668E+3 2.6653733E+4
1.8159800E+3 2.9462800E+4 1.7110626E+3 2.9657970E+4
2.0261000E+3 3.3062900E+4 2.0722572E+3 3.2997276E+4
2.6362900E+3 3.6626700E+4 2.5163755E+3 3.6707651E+4
2.8394000E+3 4.1196900E+4 3.0626456E+3 4.0828438E+4
3.8413100E+3 4.5596200E+4 3.7347061E+3 4.5402448E+4
4.0212100E+3 5.0452500E+4 4.5615751E+3 5.0475983E+4
5.6068800E+3 5.6539000E+4 5.5788234E+3 5.6098806E+4
6.8643400E+3 6.3236000E+4 6.8299444E+3 6.2323803E+4
8.2074700E+3 6.9744400E+4 8.3679612E+3 6.9206429E+4
1.0920600E+4 7.6870500E+4 1.0257331E+4 7.6803996E+4
1.3809300E+4 8.5453000E+4 1.2576001E+4 8.5174066E+4
1.6058100E+4 9.4924600E+4 1.5417775E+4 9.4372665E+4
1.9556800E+4 1.0435000E+5 1.8894710E+4 1.0445128E+5
2.5583300E+4 1.1874900E+5 2.3139546E+4 1.1545306E+5
2.8053600E+4 1.2954400E+5 2.8307743E+4 1.2740746E+5
2.9322500E+4 1.4012600E+5 3.4578879E+4 1.4032359E+5
4.0624900E+4 1.5362600E+5 4.2156631E+4 1.5418166E+5
5.0878700E+4 1.7161300E+5 5.1266978E+4 1.6892335E+5
6.5616100E+4 1.8649100E+5 6.2152418E+4 1.8443931E+5
7.9504000E+4 2.0127200E+5 7.5063150E+4 2.0055816E+5
9.0756200E+4 2.1939100E+5 9.0242127E+4 2.1703489E+5
1.2267000E+5 2.5341800E+5 1.2820638E+5 2.4966733E+5
1.3282600E+5 2.3660500E+5 1.0790332E+5 2.3354171E+5
1.5393800E+5 2.6492300E+5 1.5122455E+5 2.6492300E+5
1.5412500E+5 2.4577300E+5 1.7691222E+5 2.7876189E+5
