N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.193909970E+00 1.180311618E+00 1.150406569E+00 1.090883677E+00 1.015041078E+00 1.015555899E+00 1.018087651E+00 1.023280534E+00 1.032043205E+00 1.045326884E+00 1.063859601E+00
1.600000000E+01 1.246333710E+00 1.247693866E+00 1.249656089E+00 1.251511313E+00 1.253189707E+00 1.253723704E+00 1.252136115E+00 1.246634388E+00 1.234381734E+00 1.210744149E+00 1.169353628E+00
1.700000000E+01 1.294690713E+00 1.296297639E+00 1.298957141E+00 1.302552638E+00 1.306380544E+00 1.310416748E+00 1.314434118E+00 1.317999743E+00 1.320416559E+00 1.322397194E+00 1.323008545E+00
1.549996187E+01 1.223138783E+00 1.223558429E+00 1.222861746E+00 1.219280705E+00 1.209960010E+00 1.189523207E+00 1.149564688E+00 1.079489260E+00 1.010316868E+00 1.010726660E+00 1.012226187E+00
1.649996187E+01 1.269933471E+00 1.271225564E+00 1.273381242E+00 1.276115963E+00 1.279261797E+00 1.282446527E+00 1.285621902E+00 1.287837957E+00 1.288881483E+00 1.288134094E+00 1.284666075E+00
1.674996808E+01 1.281603272E+00 1.282910962E+00 1.285197574E+00 1.288243427E+00 1.291909602E+00 1.295545576E+00 1.299338207E+00 1.302433176E+00 1.304819468E+00 1.306091493E+00 1.305798932E+00
1.624993176E+01 1.258001220E+00 1.259421926E+00 1.261394538E+00 1.263827795E+00 1.266422638E+00 1.268821255E+00 1.270569577E+00 1.270711085E+00 1.268352584E+00 1.261904636E+00 1.248748251E+00
1.574996808E+01 1.235224794E+00 1.236415719E+00 1.237685580E+00 1.238370934E+00 1.236763876E+00 1.232276184E+00 1.221287523E+00 1.198698927E+00 1.156913709E+00 1.085526126E+00 1.008531421E+00
1.524993176E+01 1.211679047E+00 1.208907091E+00 1.201467257E+00 1.184224425E+00 1.148358428E+00 1.081595595E+00 1.012449128E+00 1.012976976E+00 1.015013480E+00 1.019038433E+00 1.025701511E+00
