N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.197493201E+00 1.186788365E+00 1.162932370E+00 1.114284011E+00 1.026693308E+00 1.015470353E+00 1.017314176E+00 1.021615343E+00 1.029267164E+00 1.041289134E+00 1.058569227E+00
1.600000000E+01 1.249854861E+00 1.250863581E+00 1.252603562E+00 1.254407396E+00 1.256264414E+00 1.257309365E+00 1.256755475E+00 1.253138856E+00 1.244174018E+00 1.226020195E+00 1.193143724E+00
1.700000000E+01 1.311306559E+00 1.311264161E+00 1.312445752E+00 1.314828456E+00 1.317812116E+00 1.321434605E+00 1.325517270E+00 1.329661763E+00 1.333191581E+00 1.336843789E+00 1.339673393E+00
1.549996187E+01 1.225268083E+00 1.225762873E+00 1.225509761E+00 1.223049240E+00 1.216108038E+00 1.200286135E+00 1.168508034E+00 1.110863555E+00 1.018122309E+00 1.010735249E+00 1.011800075E+00
1.649996187E+01 1.277537678E+00 1.277999776E+00 1.279463922E+00 1.281689146E+00 1.284547287E+00 1.287693494E+00 1.291112150E+00 1.293878140E+00 1.295835222E+00 1.296449088E+00 1.294922033E+00
1.674996808E+01 1.293060851E+00 1.293165752E+00 1.294398173E+00 1.296609094E+00 1.299727085E+00 1.303138486E+00 1.307059960E+00 1.310651819E+00 1.313928021E+00 1.316504475E+00 1.317964955E+00
1.624993176E+01 1.263078568E+00 1.263944218E+00 1.265490772E+00 1.267660578E+00 1.270183210E+00 1.272743012E+00 1.274944021E+00 1.275928349E+00 1.274983505E+00 1.270814043E+00 1.261250247E+00
1.574996808E+01 1.237825549E+00 1.238837770E+00 1.240104571E+00 1.241058727E+00 1.240171039E+00 1.237189954E+00 1.229090893E+00 1.211682623E+00 1.178469272E+00 1.119392775E+00 1.030470864E+00
1.524993176E+01 1.213871178E+00 1.211839001E+00 1.206202240E+00 1.192786737E+00 1.164232519E+00 1.109460668E+00 1.016769493E+00 1.012907505E+00 1.014386725E+00 1.017691659E+00 1.023445053E+00
