T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.195976060E+00 1.212940876E+00 1.224384057E+00 1.236790576E+00 1.248529104E+00 1.261280484E+00 1.274990232E+00 1.289355386E+00 1.305961857E+00
295 1.184068861E+00 1.210605788E+00 1.224850102E+00 1.237874164E+00 1.249669599E+00 1.262341230E+00 1.275726826E+00 1.289840338E+00 1.306428043E+00
300 1.157677790E+00 1.204224201E+00 1.224417041E+00 1.239143126E+00 1.251494920E+00 1.264041452E+00 1.277427090E+00 1.291419593E+00 1.308090980E+00
305 1.104397817E+00 1.189217375E+00 1.221497166E+00 1.239990461E+00 1.253320400E+00 1.266310652E+00 1.279834386E+00 1.293920453E+00 1.310897431E+00
310 1.015283380E+00 1.157593452E+00 1.213574170E+00 1.238812507E+00 1.255110819E+00 1.268866471E+00 1.282805783E+00 1.297248130E+00 1.314211563E+00
315 1.015495867E+00 1.097689820E+00 1.195834225E+00 1.235217839E+00 1.255958308E+00 1.271376003E+00 1.285985724E+00 1.300775181E+00 1.318049450E+00
320 1.017644295E+00 1.012656476E+00 1.160616161E+00 1.225931453E+00 1.254996305E+00 1.273418520E+00 1.289345284E+00 1.304706899E+00 1.322214615E+00
325 1.022346161E+00 1.012935584E+00 1.097627994E+00 1.206372750E+00 1.250623005E+00 1.274094232E+00 1.291947936E+00 1.308196996E+00 1.326295498E+00
330 1.030508933E+00 1.014662349E+00 1.010530654E+00 1.169548125E+00 1.240317711E+00 1.272614009E+00 1.293612892E+00 1.311248661E+00 1.329607072E+00
335 1.043130901E+00 1.018292340E+00 1.010740825E+00 1.105153107E+00 1.219892011E+00 1.267554800E+00 1.293767519E+00 1.313466222E+00 1.332876294E+00
340 1.061037925E+00 1.024466501E+00 1.012000085E+00 1.010040158E+00 1.183417644E+00 1.256547792E+00 1.291552002E+00 1.314415550E+00 1.335156233E+00
