N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.191060783E+00 1.176004605E+00 1.143098817E+00 1.078541265E+00 1.014016620E+00 1.014717833E+00 1.017333178E+00 1.022429187E+00 1.030740033E+00 1.042935170E+00 1.059327750E+00
1.600000000E+01 1.235101068E+00 1.237330566E+00 1.239675993E+00 1.241398221E+00 1.242404936E+00 1.241719312E+00 1.238376018E+00 1.230601133E+00 1.215686533E+00 1.189334464E+00 1.145952663E+00
1.700000000E+01 1.257116036E+00 1.259766434E+00 1.261683141E+00 1.262674693E+00 1.261898546E+00 1.259328746E+00 1.254811385E+00 1.248119084E+00 1.238886768E+00 1.228174714E+00 1.215752606E+00
1.549996187E+01 1.218703169E+00 1.219269524E+00 1.218372118E+00 1.214120800E+00 1.203443625E+00 1.180661158E+00 1.137139529E+00 1.062729198E+00 1.008717605E+00 1.009190798E+00 1.010580449E+00
1.649996187E+01 1.246190870E+00 1.249104134E+00 1.251932921E+00 1.254314188E+00 1.256017199E+00 1.256650635E+00 1.256165157E+00 1.253725612E+00 1.249222242E+00 1.242305552E+00 1.232505235E+00
1.674996808E+01 1.250678711E+00 1.253603923E+00 1.256210632E+00 1.258158304E+00 1.259197401E+00 1.258681800E+00 1.256793939E+00 1.252830618E+00 1.246941286E+00 1.239044380E+00 1.229080573E+00
1.624993176E+01 1.241096382E+00 1.243817405E+00 1.246409525E+00 1.248722135E+00 1.250442517E+00 1.251193520E+00 1.250551085E+00 1.247635854E+00 1.241660066E+00 1.231322138E+00 1.214523170E+00
1.574996808E+01 1.228116004E+00 1.229789773E+00 1.231182641E+00 1.231586469E+00 1.229254641E+00 1.223493834E+00 1.210585592E+00 1.185373924E+00 1.140457648E+00 1.066397854E+00 1.006574952E+00
1.524993176E+01 1.208695640E+00 1.205615817E+00 1.197254243E+00 1.178069745E+00 1.138735904E+00 1.066933785E+00 1.011176828E+00 1.011821301E+00 1.013833246E+00 1.017612000E+00 1.023651692E+00
