fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0T01 13:56:02 295 39.3 1.000E+000 8.500E-001 4.169E-006 2.499E+004 3.060E+000 2.878E-009 8.500E-004 
0T02 13:59:16 295.1 39.29 1.000E+000 8.500E-001 4.172E-006 2.598E+004 3.059E+000 2.897E-009 8.691E-004 
0T03 14:04:54 295 39.3 1.000E+000 8.500E-001 4.139E-006 2.396E+004 3.058E+000 2.878E-009 8.421E-004 
0T04 14:08:26 295.1 39.29 1.000E+000 8.500E-001 4.204E-006 2.450E+004 3.059E+000 2.896E-009 8.690E-004 
0T05 14:13:46 295 39.3 1.000E+000 8.500E-001 4.098E-006 2.510E+004 3.060E+000 2.871E-009 9.114E-004 
0T06 14:16:58 295.1 39.29 1.000E+000 8.500E-001 4.211E-006 2.702E+004 3.062E+000 2.877E-009 6.640E-003 
0T07 14:28:56 295 39.3 1.000E+000 8.500E-001 4.146E-006 2.590E+004 3.060E+000 2.876E-009 8.497E-004 
0T08 14:32:02 295 39.3 1.000E+000 8.500E-001 4.090E-006 2.312E+004 3.054E+000 2.902E-009 8.520E-004 
0T09 14:37:46 295 39.3 1.000E+000 8.500E-001 4.180E-006 2.390E+004 3.057E+000 2.882E-009 8.654E-004 
0T10 14:40:58 295.1 39.29 1.000E+000 8.500E-001 4.210E-006 2.406E+004 3.056E+000 2.911E-009 8.820E-004 
