N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 2.516335000E-03 1.756219000E-03 1.218110000E-03 8.411410000E-04 5.791740000E-04 3.981950000E-04 2.737010000E-04 1.883190000E-04 1.298870000E-04 8.996800000E-05 6.272600000E-05 4.415600000E-05 3.178600000E-05 2.309200000E-05 1.716400000E-05 1.311200000E-05 1.032400000E-05 8.375000000E-06 6.977000000E-06
1.600000000E+01 8.701608000E-03 6.225846000E-03 4.412812000E-03 3.102818000E-03 2.168617000E-03 1.510040000E-03 1.050177000E-03 7.314930000E-04 5.119670000E-04 3.615260000E-04 2.589020000E-04 1.891800000E-04 1.434870000E-04 1.112180000E-04 8.863000000E-05 7.259200000E-05 6.117100000E-05 5.234800000E-05 4.518900000E-05
1.700000000E+01 2.508792000E-02 1.775819700E-02 1.241784200E-02 8.600289000E-03 5.918285000E-03 4.065739000E-03 2.807433000E-03 1.965716000E-03 1.408732000E-03 1.041051000E-03 7.960170000E-04 6.290090000E-04 5.113030000E-04 4.249010000E-04 3.587170000E-04 3.028960000E-04 2.614130000E-04 2.250880000E-04 1.938870000E-04
1.549996187E+01 5.190896000E-03 3.689023000E-03 2.596188000E-03 1.813168000E-03 1.259428000E-03 8.718620000E-04 6.027280000E-04 4.169220000E-04 2.891810000E-04 2.016270000E-04 1.417710000E-04 1.009250000E-04 7.312100000E-05 5.421000000E-05 4.134600000E-05 3.254900000E-05 2.644000000E-05 2.206600000E-05 1.878400000E-05
1.649996187E+01 1.416867900E-02 1.008789300E-02 7.123719000E-03 4.995389000E-03 3.484482000E-03 2.423476000E-03 1.685970000E-03 1.178293000E-03 8.321240000E-04 5.981730000E-04 4.411110000E-04 3.357410000E-04 2.643350000E-04 2.147500000E-04 1.789510000E-04 1.518610000E-04 1.303410000E-04 1.125210000E-04 9.727300000E-05
1.674996808E+01 1.864155700E-02 1.323269800E-02 9.305945000E-03 6.494164000E-03 4.506608000E-03 3.119235000E-03 2.163026000E-03 1.512327000E-03 1.074764000E-03 7.830670000E-04 5.888620000E-04 4.582280000E-04 3.681920000E-04 3.038130000E-04 2.556920000E-04 2.180470000E-04 1.873620000E-04 1.612340000E-04 1.391880000E-04
1.624993176E+01 1.101165300E-02 7.858879000E-03 5.561890000E-03 3.907820000E-03 2.730605000E-03 1.901796000E-03 1.323749000E-03 9.238650000E-04 6.492120000E-04 4.618540000E-04 3.348380000E-04 2.491300000E-04 1.912830000E-04 1.518420000E-04 1.247790000E-04 1.045770000E-04 8.905600000E-05 7.670000000E-05 6.630100000E-05
1.574996808E+01 6.861755000E-03 4.907469000E-03 3.473977000E-03 2.438583000E-03 1.701192000E-03 1.182162000E-03 8.587470000E-04 5.949710000E-04 4.115230000E-04 2.878340000E-04 2.024440000E-04 1.444270000E-04 1.057470000E-04 7.915400000E-05 6.176100000E-05 4.975500000E-05 4.123300000E-05 3.491800000E-05 2.997900000E-05
1.524993176E+01 3.772292000E-03 2.657191000E-03 1.856301000E-03 1.288811000E-03 8.910200000E-04 6.144640000E-04 4.233610000E-04 2.918770000E-04 2.017010000E-04 1.399870000E-04 9.782400000E-05 6.906900000E-05 4.947600000E-05 3.613300000E-05 2.705900000E-05 2.086600000E-05 1.661300000E-05 1.363200000E-05 1.146700000E-05
