fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_300 001_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.221650656E-15 1.000000000E+20 1.207382920E+00 3.332355221E-16 5.215350783E-04 
001_300_SRH 001_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.342922733E-16 1.000000000E+20 1.216789621E+00 3.255796549E-16 8.473867512E-04 
002_300 002_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.553208430E-15 1.000000000E+20 1.209686314E+00 4.852248551E-16 5.997622965E-04 
002_300_SRH 002_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.068486863E-15 1.000000000E+20 1.217138281E+00 4.777764573E-16 8.543293843E-04 
003_300 003_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.029570230E-15 1.000000000E+20 1.211354486E+00 7.081815011E-16 6.704150139E-04 
003_300_SRH 003_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.548775232E-15 1.000000000E+20 1.217647172E+00 7.010538295E-16 8.644883816E-04 
004_300 004_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.707618286E-15 1.000000000E+20 1.212603280E+00 1.035126640E-15 7.337792520E-04 
004_300_SRH 004_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.232688016E-15 1.000000000E+20 1.218388013E+00 1.028546493E-15 8.793355558E-04 
005_300 005_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.660828083E-15 1.000000000E+20 1.214018388E+00 1.514529256E-15 7.923912410E-04 
005_300_SRH 005_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.194133202E-15 1.000000000E+20 1.219462537E+00 1.508790553E-15 9.009995528E-04 
006_300 006_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.980045527E-15 1.000000000E+20 1.216974588E+00 2.218047726E-15 8.509313838E-04 
006_300_SRH 006_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.522354178E-15 1.000000000E+20 1.221012705E+00 2.212877788E-15 9.325489756E-04 
007_300 007_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.761596051E-15 1.000000000E+20 1.220214258E+00 3.249433194E-15 9.161950685E-04 
007_300_SRH 007_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.315702507E-15 1.000000000E+20 1.223232317E+00 3.245000269E-15 9.783992897E-04 
008_300 008_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.099672825E-15 1.000000000E+20 1.224085287E+00 4.761573942E-15 9.962364185E-04 
008_300_SRH 008_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.668714640E-15 1.000000000E+20 1.226377171E+00 4.758144357E-15 1.044920181E-03 
009_300 009_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.206419822E-14 1.000000000E+20 1.228310254E+00 6.977861725E-15 1.099531070E-03 
