fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
UT01 9:41:52 300.5 38.58 1.000E+000 5.800E-001 7.431E-007 1.790E+003 2.815E+000 9.145E-009 3.322E-003 
UT02 10:05:30 304.2 38.11 1.000E+000 5.800E-001 8.035E-007 1.711E+003 2.750E+000 1.157E-008 3.307E-003 
UT03 10:24:38 308 37.64 1.000E+000 5.800E-001 8.206E-007 1.656E+003 2.686E+000 1.420E-008 3.441E-003 
UT04 10:45:32 311.5 37.22 1.000E+000 5.800E-001 8.629E-007 1.567E+003 2.627E+000 1.717E-008 3.269E-003 
UT05 11:05:16 315.4 36.76 1.000E+000 5.800E-001 8.423E-007 1.425E+003 2.564E+000 2.091E-008 3.248E-003 
UT06 11:24:16 319.1 36.33 1.000E+000 5.800E-001 9.381E-007 1.420E+003 2.505E+000 2.463E-008 3.753E-003 
UT07 11:43:52 322.3 35.97 1.000E+000 5.800E-001 9.397E-007 1.278E+003 2.455E+000 2.950E-008 2.719E-003 
UT08 12:03:56 327.2 35.43 1.000E+000 5.800E-001 8.986E-007 1.174E+003 2.381E+000 3.539E-008 2.982E-003 
UT09 12:20:28 329.2 35.22 1.000E+000 5.800E-001 9.604E-007 1.146E+003 2.351E+000 3.869E-008 2.790E-003 
UT10 12:37:46 332.8 34.84 1.000E+000 5.800E-001 1.018E-006 1.032E+003 2.299E+000 4.572E-008 3.476E-003 
UT11 13:01:22 336.2 34.49 1.000E+000 5.800E-001 1.076E-006 9.484E+002 2.250E+000 5.321E-008 4.163E-003 
UT12 13:22:38 340.6 34.04 1.000E+000 5.800E-001 1.168E-006 8.565E+002 2.189E+000 6.375E-008 2.706E-003 
