T d154 d184 d214 d244
d 150 180 210 240
290 1.265979855E+00 1.263089624E+00 1.260689357E+00 1.258442850E+00
295 1.266434826E+00 1.263934395E+00 1.261706203E+00 1.259895365E+00
300 1.267854249E+00 1.265461206E+00 1.263462903E+00 1.261952877E+00
305 1.270078017E+00 1.267608801E+00 1.265797030E+00 1.264414676E+00
310 1.272642862E+00 1.270097492E+00 1.268416200E+00 1.266923043E+00
315 1.275292180E+00 1.272597105E+00 1.270645035E+00 1.268691158E+00
320 1.277470157E+00 1.274682655E+00 1.272363421E+00 1.270209088E+00
325 1.278565271E+00 1.275447977E+00 1.272664760E+00 1.270321509E+00
330 1.277805210E+00 1.274092005E+00 1.270823674E+00 1.267921210E+00
335 1.273762491E+00 1.269164473E+00 1.265237038E+00 1.261819359E+00
340 1.264109239E+00 1.258250126E+00 1.253461357E+00 1.247980080E+00
