T d154 d184 d214 d244
d 150 180 210 240
290 1.296099229E+00 1.296653499E+00 1.296831334E+00 1.296564768E+00
295 1.294046766E+00 1.294687387E+00 1.294797509E+00 1.294802274E+00
300 1.292991105E+00 1.293489309E+00 1.293654803E+00 1.293815553E+00
305 1.292982497E+00 1.293225976E+00 1.293482321E+00 1.293699107E+00
310 1.293772164E+00 1.293844349E+00 1.294225615E+00 1.294342475E+00
315 1.295309704E+00 1.295277425E+00 1.295477686E+00 1.295219218E+00
320 1.297300215E+00 1.297367918E+00 1.297398463E+00 1.297134258E+00
325 1.299476641E+00 1.299599527E+00 1.299473338E+00 1.299303190E+00
330 1.301653593E+00 1.301781925E+00 1.301634415E+00 1.301249318E+00
335 1.303359665E+00 1.303475015E+00 1.303289960E+00 1.302810811E+00
340 1.303819891E+00 1.303883306E+00 1.303618802E+00 1.301472001E+00
