T d154 d184 d214 d244
d 150 180 210 240
290 1.276102903E+00 1.275362246E+00 1.274803120E+00 1.274109271E+00
295 1.275543699E+00 1.274978203E+00 1.274408934E+00 1.274012128E+00
300 1.276055782E+00 1.275435367E+00 1.274971944E+00 1.274771641E+00
305 1.277557692E+00 1.276766134E+00 1.276432505E+00 1.276319257E+00
310 1.279666203E+00 1.278782862E+00 1.278600997E+00 1.278405552E+00
315 1.282212877E+00 1.281271896E+00 1.280923946E+00 1.280368348E+00
320 1.284774128E+00 1.283959079E+00 1.283448424E+00 1.282879119E+00
325 1.286945118E+00 1.286180264E+00 1.285523713E+00 1.285040396E+00
330 1.288329584E+00 1.287564091E+00 1.286896141E+00 1.286208587E+00
335 1.288139673E+00 1.287393219E+00 1.286733650E+00 1.285990845E+00
340 1.285090444E+00 1.284434684E+00 1.283832934E+00 1.281548949E+00
