T d154 d184 d214 d244
d 150 180 210 240
290 1.263828743E+00 1.260247648E+00 1.257124402E+00 1.254131687E+00
295 1.264515113E+00 1.261393069E+00 1.258507405E+00 1.256005624E+00
300 1.266124249E+00 1.263150204E+00 1.260522619E+00 1.258339813E+00
305 1.268477864E+00 1.265433439E+00 1.262978439E+00 1.260892754E+00
310 1.271091716E+00 1.267934515E+00 1.265544759E+00 1.263261005E+00
315 1.273680560E+00 1.270278623E+00 1.267488806E+00 1.264584752E+00
320 1.275638855E+00 1.271966289E+00 1.268586080E+00 1.265219459E+00
325 1.276270478E+00 1.271964464E+00 1.267756778E+00 1.263785327E+00
330 1.274648221E+00 1.269240557E+00 1.263955245E+00 1.258773714E+00
335 1.269083060E+00 1.261956724E+00 1.255055673E+00 1.248325302E+00
340 1.256837698E+00 1.247104807E+00 1.237828949E+00 1.227443482E+00
