T d154 d184 d214 d244
d 150 180 210 240
290 3.437325000E-03 2.880612000E-03 2.512072000E-03 2.251100000E-03
295 3.365756000E-03 2.873725000E-03 2.567135000E-03 2.323937000E-03
300 3.390034000E-03 2.962790000E-03 2.725852000E-03 2.493182000E-03
305 3.457140000E-03 3.102818000E-03 2.876851000E-03 2.793135000E-03
310 3.869959000E-03 3.435215000E-03 3.245499000E-03 3.383535000E-03
315 4.394598000E-03 3.901621000E-03 3.742054000E-03 3.633843000E-03
320 4.670639000E-03 4.455402000E-03 4.320989000E-03 4.228321000E-03
325 5.392584000E-03 5.190876000E-03 5.063828000E-03 4.966780000E-03
330 6.255400000E-03 6.039191000E-03 5.904223000E-03 5.792644000E-03
335 7.163534000E-03 6.908062000E-03 6.730853000E-03 6.585465000E-03
340 8.147049000E-03 7.813296000E-03 7.550491000E-03 7.338616000E-03
