T d154 d184 d214 d244
d 150 180 210 240
290 6.941500000E-05 6.879300000E-05 6.848700000E-05 6.830900000E-05
295 6.416900000E-05 6.358800000E-05 6.318400000E-05 6.299400000E-05
300 5.890300000E-05 5.826300000E-05 5.789800000E-05 5.770300000E-05
305 5.290300000E-05 5.234800000E-05 5.208900000E-05 5.173800000E-05
310 4.864600000E-05 4.806800000E-05 4.771500000E-05 4.754000000E-05
315 4.534400000E-05 4.483200000E-05 4.447900000E-05 4.452400000E-05
320 4.254200000E-05 4.198100000E-05 4.175800000E-05 4.162500000E-05
325 4.180300000E-05 4.132300000E-05 4.120000000E-05 4.111700000E-05
330 4.273100000E-05 4.224800000E-05 4.228100000E-05 4.244700000E-05
335 4.503800000E-05 4.477700000E-05 4.510200000E-05 4.565700000E-05
340 5.010100000E-05 5.033500000E-05 5.113700000E-05 5.233200000E-05
