T(K) Nd(cm-3) Mu(cm2/Vs)
429 8.18261E+17 2.73445E+2
299 9.51889E+14 1.37773E+3
288 5.92914E+16 8.90250E+2
446 8.98796E+13 5.77331E+2
224 2.96662E+17 5.69052E+2
265 1.55201E+17 6.84890E+2
499 4.70918E+16 3.96870E+2
460 3.34727E+13 5.39297E+2
344 1.56014E+18 2.50057E+2
492 2.28157E+14 4.61582E+2
242 7.36856E+17 3.84880E+2
253 2.66272E+16 1.28124E+3
321 6.95736E+13 1.20677E+3
291 2.75997E+18 2.24891E+2
230 1.23133E+14 2.53495E+3
449 1.48412E+16 5.27963E+2
204 2.62577E+14 3.22064E+3
423 9.05111E+15 6.11614E+2
459 5.79933E+17 2.86160E+2
439 1.63484E+18 2.14560E+2
270 1.08132E+17 7.75790E+2
323 8.98615E+13 1.19193E+3
304 2.04939E+15 1.29008E+3
406 7.01939E+14 7.05762E+2
450 4.59203E+14 5.64224E+2
285 7.19904E+18 1.74840E+2
426 2.26746E+14 6.39834E+2
229 9.87772E+18 1.85061E+2
378 5.92782E+18 1.57464E+2
220 1.56323E+14 2.78528E+3
204 5.98618E+14 3.11919E+3
343 7.46762E+18 1.56135E+2
352 6.82395E+17 3.32580E+2
382 1.54226E+15 7.99751E+2
287 4.58646E+17 4.29385E+2
380 3.32341E+15 7.95056E+2
222 4.89406E+15 2.17742E+3
465 1.71708E+14 5.25773E+2
360 1.29706E+18 2.60665E+2
368 1.63982E+17 5.13855E+2
390 6.52792E+17 3.16487E+2
362 1.76796E+15 8.97596E+2
232 8.84801E+17 3.66615E+2
309 5.59943E+14 1.29115E+3
431 2.77955E+13 6.25887E+2
201 7.60047E+18 2.14218E+2
339 1.80139E+16 8.90452E+2
217 3.95814E+15 2.33885E+3
434 3.76221E+13 6.14386E+2
243 4.24887E+18 2.18748E+2
472 7.08511E+13 5.07548E+2
328 9.00324E+16 6.87264E+2
263 7.07632E+18 1.83857E+2
356 6.23097E+13 9.56568E+2
319 3.77742E+13 1.22395E+3
283 4.32798E+13 1.60053E+3
328 2.01400E+13 1.15496E+3
250 2.20560E+15 1.92024E+3
326 3.22649E+16 8.71530E+2
272 7.44011E+16 8.75679E+2
289 1.00106E+14 1.52029E+3
482 4.17582E+14 4.82708E+2
477 1.02417E+14 4.96306E+2
253 9.11746E+17 3.48858E+2
467 3.39188E+14 5.18879E+2
340 8.93563E+16 6.60190E+2
296 4.80609E+17 4.15503E+2
234 6.41340E+16 1.03913E+3
277 2.47468E+14 1.65765E+3
380 1.29309E+14 8.28850E+2
364 1.49048E+13 9.15010E+2
431 2.16581E+13 6.24046E+2
283 1.78319E+14 1.58920E+3
341 4.77399E+15 9.82223E+2
254 7.54006E+17 3.73463E+2
390 5.88169E+15 7.35387E+2
367 1.13730E+13 8.94886E+2
231 1.78592E+13 2.52924E+3
390 3.12469E+14 7.76888E+2
377 6.23104E+17 3.28804E+2
322 1.13434E+13 1.20161E+3
375 3.54432E+15 8.15619E+2
319 2.99481E+18 2.09417E+2
239 3.92255E+16 1.21057E+3
458 4.66343E+14 5.43250E+2
434 2.41833E+16 5.47438E+2
305 2.18322E+15 1.27737E+3
234 5.70694E+17 4.30148E+2
429 1.76311E+13 6.32228E+2
396 3.20432E+15 7.30223E+2
242 7.20631E+13 2.27664E+3
227 1.16200E+15 2.42092E+3
483 4.92599E+15 4.69774E+2
230 2.14330E+14 2.50580E+3
380 1.35218E+17 5.21312E+2
259 1.42735E+17 7.17790E+2
325 9.39312E+16 6.86674E+2
316 3.42823E+16 9.02950E+2
282 3.33724E+13 1.61883E+3
380 1.11302E+13 8.30100E+2
399 3.10467E+14 7.39488E+2
236 3.36109E+15 2.05192E+3
486 3.02692E+17 3.16639E+2
356 3.63906E+14 9.53154E+2
493 2.22914E+18 1.79257E+2
441 6.23786E+16 4.82879E+2
294 1.67272E+16 1.14402E+3
438 3.98776E+13 6.03243E+2
460 2.89297E+15 5.29176E+2
479 1.36158E+17 3.76636E+2
378 2.04139E+14 8.34991E+2
207 2.04884E+16 1.70751E+3
356 3.78318E+13 9.62017E+2
399 5.47088E+18 1.56168E+2
304 1.20476E+14 1.35697E+3
282 1.31012E+16 1.26678E+3
